Martian Runtime - v4.0.13
Serving UI at http://c0703a-s22.ufhpc:40287?auth=g1iBP0wCL0jvgNrNq87stnsM7rO-6FgUqL8VlDYUF_M

Running preflight checks (please wait)...
2025-09-11 14:23:40 [runtime] (chunks_complete) ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.DETECT_COUNT_CHEMISTRY
2025-09-11 14:23:40 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR.PARSE_TARGET_FEATURES
2025-09-11 14:23:40 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR.PARSE_TARGET_FEATURES.fork0.chnk0.main
2025-09-11 14:23:40 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY
2025-09-11 14:23:40 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY.fork0.chnk0.main
2025-09-11 14:23:40 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.CREATE_MULTI_GRAPH
2025-09-11 14:23:40 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.CREATE_MULTI_GRAPH.fork0.chnk0.main
2025-09-11 14:23:40 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR.MULTI_SETUP_CHUNKS
2025-09-11 14:23:40 [runtime] (run:local)       ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_GEM_WELL_PROCESSOR.COUNT_GEM_WELL_PROCESSOR.MULTI_SETUP_CHUNKS.fork0.chnk0.main
2025-09-11 14:23:40 [runtime] (ready)           ID.YL_hashing.SC_MULTI_CS.SC_MULTI_CORE.MULTI_CHEMISTRY_DETECTOR.VDJ_CHEMISTRY_DETECTOR.CHECK_BARCODES_COMPATIBILITY_VDJ.fork0
