Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
GE-AT_S3_L005_R1_001	(1, 0.006843081359435546)	(2, 0.0332219904890016)	(3, 0.008062523436723817)	(4, 0.038482047560100416)	(5, 1.631548800062737e-05)	(6, 1.40650758626098e-07)	(7, 0.0)	(8, 0.0)	(9, 2.81301517252196e-07)	(10, 2.1013223338739043e-05)	(15, 2.2954203807779197e-05)	(20, 0.0)	(25, 0.00018014549164830634)	(30, 0.0002902187753490906)	(35, 0.0006538291165492792)	(40, 0.00022512560425693248)	(45, 0.00031216029369476194)	(50, 0.0007073326651306469)	(55, 0.0002627637472652763)	(60, 0.000134884077522428)	(65, 0.000373146462635038)	(70, 0.023149230149690146)	(75, 0.00029334122219059006)	(80, 0.00019558894494545192)	(85, 8.543127078949193e-05)	(90, 0.0004058618290914684)	(95, 8.506557881706408e-05)	(100, 0.00039427220658067795)	(105, 0.0004124161544434446)	(110, 0.00015367501887487468)	(115, 0.00016610854593742175)	(120, 0.009235522633513748)	(125, 0.0007693596496847561)	(130, 0.00033455189446803674)	(135, 0.00025837544359614206)	(140, 0.0006986404482475541)	(145, 0.0007045196499581249)	(150, 0.019200375710807266)
GE-AT_S3_L005_R2_001	(1, 0.048931555021467746)	(2, 0.0352833680074257)	(3, 0.0009969325771417828)	(4, 0.001988098473179895)	(5, 4.543019503622966e-05)	(6, 0.0)	(7, 0.0002704714088379865)	(8, 0.0011683858519069962)	(9, 0.0004125286750503455)	(10, 0.0002648453784929426)	(15, 0.00038698649728384607)	(20, 0.00020295904469745942)	(25, 0.0001520997303782624)	(30, 8.48124074515371e-05)	(35, 0.025518042096319166)	(40, 0.00024982387747167527)	(45, 5.063427310539528e-05)	(50, 0.00011344890190781066)	(55, 2.0450620304234653e-05)	(60, 0.00019294471068328125)	(65, 2.053501075941031e-05)	(70, 0.00018810632458654347)	(75, 0.00022976707929159374)	(80, 0.00031190712232923495)	(85, 3.105568750464244e-05)	(90, 0.0005527856115522904)	(95, 0.0001351935091914054)	(100, 0.0002860555128937582)	(105, 1.8875331807622354e-05)	(110, 8.236508425144301e-05)	(115, 0.000266308146382654)	(120, 0.008362644025480185)	(125, 0.0003409655690613868)	(130, 3.201211266329991e-05)	(135, 0.0001265856827634882)	(140, 0.01700090727756407)	(145, 0.00029356626340439176)	(150, 0.017707860185646428)
GE-AT_S3_L007_R1_001	(1, 0.015238597210104352)	(2, 0.03794955787331275)	(3, 3.7918748889839754e-05)	(4, 0.005735210769588263)	(5, 0.0)	(6, 0.0)	(7, 7.820741958529449e-05)	(8, 0.0001872238226435838)	(9, 0.0)	(10, 0.03773579092644627)	(15, 3.0334999111871803e-05)	(20, 4.6924451751176696e-05)	(25, 9.479687222459938e-07)	(30, 0.0011968105118355672)	(35, 0.0004493371743446011)	(40, 5.830007641812862e-05)	(45, 0.0007266180256015542)	(50, 1.1849609028074923e-05)	(55, 0.018461690865740732)	(60, 0.001387826209368135)	(65, 0.014738069724758466)	(70, 0.001227619495308562)	(75, 1.4219530833689909e-05)	(80, 0.10226496981845332)	(85, 0.0010148005171643365)	(90, 0.001063146921998882)	(95, 0.0014826230815927343)	(100, 0.01362041460123044)	(105, 0.0007029188075454045)	(110, 9.574484094684537e-05)	(115, 0.03713288281909782)	(120, 0.002344800634475466)	(125, 0.0010015289550528925)	(130, 0.02783662754439249)	(135, 0.0012821276968377068)	(140, 0.019905921214082502)	(145, 0.0003370028807584508)	(150, 0.07171501879881224)
GE-AT_S3_L007_R2_001	(1, 0.07134886587984474)	(2, 0.024997935205626858)	(3, 0.18340113877112682)	(4, 0.002971881944241191)	(5, 0.09696061083312588)	(6, 0.0)	(7, 0.004758802985674889)	(8, 0.0)	(9, 0.07905348166989903)	(10, 0.014265507316718839)	(15, 0.07437146415072607)	(20, 0.01845552906904613)	(25, 0.00019338561933818276)	(30, 0.000764536774491394)	(35, 0.07699164969901401)	(40, 0.053905767406157316)	(45, 0.015539103295056332)	(50, 0.0011119673111945508)	(55, 0.014328073252387073)	(60, 9.669280966909138e-05)	(65, 0.001526703627177173)	(70, 0.019408237634903354)	(75, 0.025425469099359797)	(80, 0.03585217707534349)	(85, 0.00023983608672823646)	(90, 0.016594666467277246)	(95, 0.013561166556090066)	(100, 0.00011612616847513425)	(105, 0.00026495725786775527)	(110, 0.00031662155323016193)	(115, 2.9387030389625812e-05)	(120, 0.037125773053680984)	(125, 0.0013333180078389903)	(130, 0.005710089598448744)	(135, 0.019273626076344426)	(140, 0.0006545724027108588)	(145, 0.03951892009299099)	(150, 0.0023758466101290224)
GE-YL_S2_L007_R1_001	(1, 0.0156611926725987)	(2, 0.037642810855824736)	(3, 2.4040345994778916e-05)	(4, 0.0056538522807720966)	(5, 0.0)	(6, 0.0)	(7, 0.00011583075797484388)	(8, 0.0001988792259568074)	(9, 0.0)	(10, 0.037460978420664225)	(15, 2.88484151937347e-05)	(20, 4.196133119088684e-05)	(25, 2.6225831994304277e-06)	(30, 0.0012688931713244218)	(35, 0.00043141493630630525)	(40, 6.206780238652012e-05)	(45, 0.0007382571706396652)	(50, 9.616138397911567e-06)	(55, 0.018938984574686832)	(60, 0.001337517431709518)	(65, 0.014359080114081496)	(70, 0.0012299915205328704)	(75, 1.1364527197531852e-05)	(80, 0.10265315159210578)	(85, 0.001001389684982518)	(90, 0.0009511235069934351)	(95, 0.001448103023285501)	(100, 0.013276827447116538)	(105, 0.00067487807665343)	(110, 8.304846798196353e-05)	(115, 0.03776825775219749)	(120, 0.00223837476071387)	(125, 0.0009642364229905872)	(130, 0.027169524848899323)	(135, 0.0012059511745380915)	(140, 0.020234977772405367)	(145, 0.00033219387192785413)	(150, 0.0708108391276213)
GE-YL_S2_L007_R2_001	(1, 0.0734957086780382)	(2, 0.02608814637633418)	(3, 0.18479813966186553)	(4, 0.0029066963793687238)	(5, 0.09782453882475448)	(6, 0.0)	(7, 0.0041786492310924815)	(8, 0.0)	(9, 0.07852451196294605)	(10, 0.013966129731366836)	(15, 0.07365350076720394)	(20, 0.018474787348387645)	(25, 0.00019057437915861105)	(30, 0.000748747503437387)	(35, 0.07895243012165311)	(40, 0.05445225787257406)	(45, 0.015343423008267715)	(50, 0.0010909946109630578)	(55, 0.014298323603294692)	(60, 0.00012195011877351486)	(65, 0.001472580466480185)	(70, 0.019703030480120898)	(75, 0.024933335574184978)	(80, 0.03446511421251487)	(85, 0.000220734085952061)	(90, 0.01650129349081625)	(95, 0.013207766089531536)	(100, 0.00010446623077731203)	(105, 0.00025001959834570076)	(110, 0.00032082934473032226)	(115, 2.3603248794873847e-05)	(120, 0.03791118853656645)	(125, 0.0013580610001050564)	(130, 0.0055113585936030435)	(135, 0.01967680464812659)	(140, 0.0006757522710532401)	(145, 0.0400700116068976)	(150, 0.0021428690225346117)
GE-YT_S1_L007_R1_001	(1, 0.015190918609254712)	(2, 0.03803863074850748)	(3, 2.2822037347237125e-05)	(4, 0.005577135376731073)	(5, 0.0)	(6, 0.0)	(7, 0.00011125743206778099)	(8, 0.00019684007211992022)	(9, 0.0)	(10, 0.03798842226634356)	(15, 2.6245342949322695e-05)	(20, 4.107966722502683e-05)	(25, 1.7116528010427845e-06)	(30, 0.0012050035719341204)	(35, 0.00042277824185756773)	(40, 5.819619523545468e-05)	(45, 0.0007297346441779071)	(50, 6.846611204171138e-06)	(55, 0.018680978670580953)	(60, 0.0013978497875182742)	(65, 0.014877686146663884)	(70, 0.0012837396007820885)	(75, 1.1411018673618563e-05)	(80, 0.10285606956932933)	(85, 0.0010207156203551804)	(90, 0.0010229978240899043)	(95, 0.0015051133630502886)	(100, 0.013850694466038213)	(105, 0.0007052009540296272)	(110, 9.528200592471501e-05)	(115, 0.03738249717477442)	(120, 0.00229304420246365)	(125, 0.0009311391237672748)	(130, 0.02819206273504202)	(135, 0.0012483654428938709)	(140, 0.01982436274167753)	(145, 0.00034290111114223783)	(150, 0.07218895688397943)
GE-YT_S1_L007_R2_001	(1, 0.07220322065732146)	(2, 0.024813260105783563)	(3, 0.18367175657056442)	(4, 0.003066711268534989)	(5, 0.09688240129369001)	(6, 0.0)	(7, 0.004398947698679956)	(8, 0.0)	(9, 0.07876455639465213)	(10, 0.014515386303776495)	(15, 0.07492817191658158)	(20, 0.018654162776697947)	(25, 0.00017116528010427845)	(30, 0.0007845075338112763)	(35, 0.07635511980171758)	(40, 0.053877695218423734)	(45, 0.015745494116792574)	(50, 0.0010840467739937636)	(55, 0.014639195856385257)	(60, 0.0001152512886035475)	(65, 0.001539916970004825)	(70, 0.019543081131372833)	(75, 0.025629718491880976)	(80, 0.03611416244920171)	(85, 0.00025218351268697025)	(90, 0.01674452880166788)	(95, 0.013712050589153747)	(100, 0.00010269916806256708)	(105, 0.0002367786374775852)	(110, 0.0003138030135245105)	(115, 1.882818081147063e-05)	(120, 0.037395619846249076)	(125, 0.0013236781661397532)	(130, 0.00565530085464536)	(135, 0.019371915851268556)	(140, 0.0006703973470750905)	(145, 0.03973202591967248)	(150, 0.0023834765254520775)
TCR-AL_S4_L001_R1_001	(1, 0.004120524121877852)	(2, 0.022371698965715482)	(3, 0.00033513596191273194)	(4, 0.026398824540830767)	(5, 0.00011537467541257984)	(6, 0.0)	(7, 0.0003406299940752357)	(8, 1.0988064325007605e-05)	(9, 1.0988064325007605e-05)	(10, 0.008271814823865725)	(15, 0.013477959701054327)	(20, 0.008025682182985553)	(25, 0.0006263196665254334)	(30, 3.2964192975022814e-05)	(35, 0.048100251582720785)	(40, 0.0001472400619551019)	(45, 0.00019009351282263154)	(50, 0.00047468437884032853)	(55, 0.00011757228827758136)	(60, 0.0008768475331356068)	(65, 0.00024503383444766957)	(70, 0.0005768733770628992)	(75, 0.019554359272783532)	(80, 0.0011032016582307633)	(85, 0.001238354849428357)	(90, 0.007902615862545469)	(95, 0.018268755746757643)	(100, 0.016495282164701416)	(105, 0.00023184815725766045)	(110, 0.0004834748303003346)	(115, 0.01673042674125658)	(120, 0.00028129444672019466)	(125, 0.03375643241285586)	(130, 0.007199379745744982)	(135, 0.02902057668877758)	(140, 0.0006406041501479434)	(145, 0.017492998405412106)	(150, 0.00045600466948781553)
TCR-AL_S4_L001_R2_001	(1, 0.12575290216754953)	(2, 0.042485350712641895)	(3, 0.0003845822513752661)	(4, 0.0003131598332627167)	(5, 5.494032162503802e-06)	(6, 0.0005164390232753574)	(7, 8.790451460006084e-05)	(8, 0.0)	(9, 1.0988064325007605e-05)	(10, 0.0003296419297502281)	(15, 8.790451460006083e-06)	(20, 7.581764384255247e-05)	(25, 0.0001351531911975935)	(30, 0.028946956657800033)	(35, 0.00026810876953018553)	(40, 0.025054984273882336)	(45, 0.00015712931984760873)	(50, 0.0003241478975877243)	(55, 0.0416205900502638)	(60, 0.00023953980228516575)	(65, 0.0013141724932709093)	(70, 0.014476774748197517)	(75, 0.00880363713719609)	(80, 0.017177640959284386)	(85, 0.0002461326408801703)	(90, 0.016664498355306534)	(95, 0.00048237602386783383)	(100, 0.0001714138034701186)	(105, 0.018332486519842685)	(110, 0.0005790709899279007)	(115, 0.00032195028472272277)	(120, 0.0010021114664406933)	(125, 0.00022855173796015814)	(130, 0.00025931831807017943)	(135, 0.00044941183089281097)	(140, 0.00016152454557761178)	(145, 0.0018855518381713048)	(150, 4.944628946253422e-05)
TCR-AL_S4_L002_R1_001	(1, 0.004340512110980902)	(2, 0.0196751213495173)	(3, 0.0032427825964618604)	(4, 0.022352237206354552)	(5, 0.0006440759906616823)	(6, 5.600660788362454e-06)	(7, 0.0)	(8, 0.0009465116732332548)	(9, 0.5215727372378303)	(10, 0.12541223663732742)	(15, 0.060764929289417284)	(20, 0.15473729652519322)	(25, 0.006901134223420217)	(30, 0.18345524478360054)	(35, 0.17880781646141738)	(40, 0.0007359268275908265)	(45, 0.06905278712403604)	(50, 0.1676703424176798)	(55, 0.058569470260379196)	(60, 0.02591089707128006)	(65, 0.052329214009985754)	(70, 0.015022092366545774)	(75, 0.06309256391306073)	(80, 0.07536921236115122)	(85, 0.0631384893315253)	(90, 0.08263438953581499)	(95, 0.09711209767373194)	(100, 0.01683222593334452)	(105, 0.0654706044837994)	(110, 0.15555611313245182)	(115, 0.02723377314949127)	(120, 0.08893625305488043)	(125, 0.08277104565905104)	(130, 0.0323180530131667)	(135, 0.023934983945145785)	(140, 0.00034724096887847215)	(145, 0.042474291286783185)	(150, 0.0006300743386907762)
TCR-AL_S4_L002_R2_001	(1, 0.051923726168908314)	(2, 0.040067127279945)	(3, 0.08156802372171078)	(4, 0.0011649374439793906)	(5, 1.6801982365087362e-05)	(6, 0.0010417229066354164)	(7, 0.14446344437502115)	(8, 0.2955692724450401)	(9, 0.00018482180601596098)	(10, 0.17670868879793913)	(15, 0.07275706416945897)	(20, 0.03859639375692102)	(25, 0.03478906455299222)	(30, 0.0583656062076828)	(35, 0.05685902845561331)	(40, 0.07226756641655609)	(45, 7.616898672172937e-05)	(50, 9.521123340216173e-05)	(55, 0.0399976790861693)	(60, 0.006728633871138653)	(65, 0.08227258684888678)	(70, 0.00555361523774021)	(75, 0.05449666973508202)	(80, 0.021884021964447452)	(85, 0.015889074656584283)	(90, 0.07854702729246807)	(95, 0.06555125399915183)	(100, 0.008282257173830397)	(105, 0.046895452913116496)	(110, 0.05935020237427693)	(115, 0.00017810101306992606)	(120, 0.09360832428453238)	(125, 0.024075000464854845)	(130, 0.044139927805242174)	(135, 0.04967674106061729)	(140, 0.00021506537427311824)	(145, 0.04902034361622122)	(150, 0.18769214466999676)
TCR-AL_S4_L003_R1_001	(1, 0.0027661624832340938)	(2, 0.02114590322422404)	(3, 0.005681847262859219)	(4, 0.023313976521894004)	(5, 0.0004428160316195951)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0577489613807487)	(15, 0.1052959014615862)	(20, 0.12867313741656872)	(25, 0.01812670300863589)	(30, 0.13451140800488315)	(35, 0.06720107085568332)	(40, 0.1673545554929287)	(45, 0.14744738698572885)	(50, 0.10866360364491653)	(55, 0.06302479810033072)	(60, 0.07473354407925924)	(65, 0.06424973075922649)	(70, 0.17532984474812424)	(75, 0.04749978304889879)	(80, 0.014197717128083848)	(85, 0.16136791277973395)	(90, 0.1327792497097686)	(95, 0.07837268673911482)	(100, 0.06681461322808804)	(105, 0.08966967131721265)	(110, 0.033831144815737055)	(115, 0.06501689515686356)	(120, 0.08456290980970355)	(125, 0.05792608779339653)	(130, 0.0745207623497797)	(135, 0.05767535040406388)	(140, 0.11195884502307271)	(145, 0.12400804176916852)	(150, 0.06532686637899726)
TCR-AL_S4_L003_R2_001	(1, 0.05095834878157444)	(2, 0.14218995301031803)	(3, 0.000983396641648711)	(4, 0.0012134309437887604)	(5, 0.0001495222963910321)	(6, 0.04316593679658027)	(7, 0.08150690410577299)	(8, 7.476114819551605e-05)	(9, 0.04324644880232928)	(10, 0.03056235738232696)	(15, 0.02161632337210044)	(20, 0.06132369443600506)	(25, 0.1132493374580784)	(30, 0.08033027865032663)	(35, 0.07527412468928836)	(40, 0.05971575466404611)	(45, 0.053006804242131576)	(50, 0.07243665157239085)	(55, 0.07339474444080415)	(60, 0.08737047846732285)	(65, 0.09717684076755316)	(70, 0.16511517156159533)	(75, 0.053894736648392165)	(80, 0.176063654171951)	(85, 0.15162365974108144)	(90, 0.10505896613038194)	(95, 0.07554556516581361)	(100, 0.21124970102729293)	(105, 0.08281464911343916)	(110, 0.10254124069345912)	(115, 0.11251897854878375)	(120, 0.08803527760050758)	(125, 0.2153328098902788)	(130, 0.09816138758071258)	(135, 0.0960025156551282)	(140, 0.14604072722814243)	(145, 0.11333099963533812)	(150, 0.16940301095348587)
TCR-AL_S4_L004_R1_001	(1, 0.0044049573967831265)	(2, 0.01619543453147756)	(3, 0.0031625335156391676)	(4, 0.03002524379431233)	(5, 0.000125497361731713)	(6, 5.01989446926852e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.2589525111708338e-05)	(15, 0.018656437795036455)	(20, 0.00624851364062199)	(25, 0.00011043767832390743)	(30, 2.886439319829399e-05)	(35, 5.3963865544636586e-05)	(40, 0.0004982245260749006)	(45, 0.00033256800858903946)	(50, 0.0006023873363122223)	(55, 0.02526512886382846)	(60, 0.015589282274313387)	(65, 0.00020581567324000932)	(70, 0.0003727271643431876)	(75, 0.047568519990788496)	(80, 0.02332242970422154)	(85, 0.0003689622434912362)	(90, 0.00037523711157782185)	(95, 7.906333789097919e-05)	(100, 0.0008358124291332086)	(105, 0.0005346187609770974)	(110, 4.768899745805094e-05)	(115, 0.0010604527066329747)	(120, 0.00033382298220635656)	(125, 0.0004793999218151436)	(130, 0.016071192143363167)	(135, 0.00014808688684342134)	(140, 0.00042543605627050704)	(145, 0.00014432196599146996)	(150, 0.0007592590384768636)
TCR-AL_S4_L004_R2_001	(1, 0.0529975358593024)	(2, 0.029127937657930585)	(3, 0.0004015915575414816)	(4, 0.000501989446926852)	(5, 0.0014808688684342132)	(6, 0.0005333637873597803)	(7, 0.0001129476255585417)	(8, 0.0)	(9, 0.0)	(10, 0.0003363329294409908)	(15, 6.776857533512502e-05)	(20, 0.017047561617635893)	(25, 0.00040912139924538434)	(30, 4.768899745805094e-05)	(35, 0.00026479943325391443)	(40, 4.266910298878242e-05)	(45, 0.008213802325340615)	(50, 0.00966831674781117)	(55, 0.00012675233534903012)	(60, 7.780836427366205e-05)	(65, 0.0001292622825836644)	(70, 1.631465702512269e-05)	(75, 0.0003802570060470904)	(80, 6.902354895244214e-05)	(85, 5.01989446926852e-06)	(90, 0.00048818473713636357)	(95, 9.537799491610187e-05)	(100, 0.0003978266366895302)	(105, 5.01989446926852e-05)	(110, 0.00023844498729025466)	(115, 0.00012424238811439587)	(120, 0.00015687170216464126)	(125, 4.015915575414816e-05)	(130, 0.0001129476255585417)	(135, 4.015915575414816e-05)	(140, 7.655339065634493e-05)	(145, 9.914291576805327e-05)	(150, 0.020176838332416156)
TCR-AT_S3_L001_R1_001	(1, 0.004277868568636064)	(2, 0.012763161762412687)	(3, 1.9211984589682923e-05)	(4, 0.023528277127498352)	(5, 1.2807989726455281e-05)	(6, 0.0)	(7, 0.00027537177911878853)	(8, 1.2807989726455281e-05)	(9, 0.0)	(10, 0.008325193322195933)	(15, 0.013032129546668249)	(20, 0.007673266645119359)	(25, 0.00047645721782413645)	(30, 3.0739175343492674e-05)	(35, 0.04575270090084355)	(40, 3.20199743161382e-05)	(45, 4.9951159933175586e-05)	(50, 0.0004649300270703267)	(55, 0.00011911430445603411)	(60, 0.0002804949750093706)	(65, 0.00011783350548338858)	(70, 0.00032019974316138206)	(75, 0.01913769824926948)	(80, 0.0009170520644141981)	(85, 0.001028481575034359)	(90, 0.007648931464639094)	(95, 0.017947836003681786)	(100, 0.01607274630772873)	(105, 0.0002049278356232845)	(110, 0.00023182461404884058)	(115, 0.0158242713070355)	(120, 0.00018571585103360156)	(125, 0.0316933705781136)	(130, 0.006954738421465218)	(135, 0.02722850535947128)	(140, 0.00023950940788471377)	(145, 0.01690654643892097)	(150, 0.00010566591524325607)
TCR-AT_S3_L001_R2_001	(1, 0.12122121876603599)	(2, 0.039102792634867975)	(3, 5.7635953769048765e-05)	(4, 8.965592808518696e-05)	(5, 1.2807989726455281e-05)	(6, 0.0006275914965963088)	(7, 2.5615979452910563e-05)	(8, 0.0)	(9, 6.403994863227641e-06)	(10, 7.428634041344063e-05)	(15, 1.280798972645528e-06)	(20, 2.0492783562328448e-05)	(25, 6.532074760492193e-05)	(30, 0.028085359872171138)	(35, 0.00012679909829190728)	(40, 0.024321091691565933)	(45, 5.507435582375771e-05)	(50, 0.00014344948493629913)	(55, 0.04026063490613953)	(60, 0.00020364703665063896)	(65, 0.0008466081209186941)	(70, 0.014133616663143401)	(75, 0.008341843708840323)	(80, 0.016722111386860014)	(85, 0.00018443505206095604)	(90, 0.015393922852226601)	(95, 0.0001050255157569333)	(100, 0.0001741886602797918)	(105, 0.017772366544429347)	(110, 0.0003317269339151918)	(115, 0.00020748943356857554)	(120, 0.0008939976829065786)	(125, 5.635515479640323e-05)	(130, 0.0002971453616537625)	(135, 0.0002049278356232845)	(140, 6.275914965963088e-05)	(145, 0.0016932162418373882)	(150, 1.60099871580691e-05)
TCR-AT_S3_L002_R1_001	(1, 0.004426645024126852)	(2, 0.006240521757385933)	(3, 0.0011590475876781848)	(4, 0.019075173010771482)	(5, 0.000425638944627582)	(6, 6.548291455808953e-06)	(7, 0.0)	(8, 0.00013096582911617906)	(9, 0.4960199811946166)	(10, 0.10914168335225899)	(15, 0.06036084098135577)	(20, 0.15332431546289316)	(25, 0.0006207780300106888)	(30, 0.1825257663809276)	(35, 0.17439671736768636)	(40, 0.0005972041807697766)	(45, 0.06706236245723064)	(50, 0.1585262781953878)	(55, 0.0576655642181448)	(60, 0.024988280195366964)	(65, 0.05137134647082124)	(70, 0.0117908535953296)	(75, 0.058821992489240665)	(80, 0.07295844408404104)	(85, 0.06203196496087822)	(90, 0.08074960125816252)	(95, 0.09549504395835312)	(100, 0.009857797957574799)	(105, 0.06431077038749973)	(110, 0.1499886157953041)	(115, 0.013088724961870935)	(120, 0.08747469658327832)	(125, 0.08194793859457557)	(130, 0.031477637028073636)	(135, 0.022799841190835616)	(140, 0.00011917890449572294)	(145, 0.04170737794033839)	(150, 0.00010149851756503878)
TCR-AT_S3_L002_R2_001	(1, 0.05142373280246772)	(2, 0.021982614417150655)	(3, 0.07969925530865077)	(4, 0.00023573849240912233)	(5, 2.6193165823235814e-05)	(6, 0.000694118894315749)	(7, 0.14281823665119325)	(8, 0.29075723722082913)	(9, 0.00015061070348360592)	(10, 0.1727164257801258)	(15, 0.0675233621757196)	(20, 0.03806390857432629)	(25, 0.032814798143349824)	(30, 0.056289113354133766)	(35, 0.054099364691311255)	(40, 0.07096645382318395)	(45, 2.226419094975044e-05)	(50, 3.928974873485372e-05)	(55, 0.03876195644351552)	(60, 0.004923005516477171)	(65, 0.08076531715765646)	(70, 0.003782293144875252)	(75, 0.05366979677181018)	(80, 0.019567604528248315)	(85, 0.015569217765331366)	(90, 0.07641856128929049)	(95, 0.06498786372403037)	(100, 0.008102855847417998)	(105, 0.04641036086390038)	(110, 0.058844256680190415)	(115, 0.00014668172861012055)	(120, 0.09194325067272235)	(125, 0.024110809140288566)	(130, 0.04325932301536511)	(135, 0.04831329436095846)	(140, 8.905676379900176e-05)	(145, 0.04187239488502477)	(150, 0.1861253621941858)
TCR-AT_S3_L003_R1_001	(1, 0.0025979005986401884)	(2, 0.005682907559525412)	(3, 0.0004938717283873275)	(4, 0.019274528139390356)	(5, 0.00041945270082211373)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.05735406800789599)	(15, 0.10491594506143832)	(20, 0.12264526357392916)	(25, 0.01671857281083238)	(30, 0.132446926040882)	(35, 0.06627758594957936)	(40, 0.16556745252708752)	(45, 0.12964065216505924)	(50, 0.09860927074359356)	(55, 0.053984915669034496)	(60, 0.07252607811860039)	(65, 0.06108449089875589)	(70, 0.16812476092887396)	(75, 0.04492879655096221)	(80, 0.01349149316095902)	(85, 0.1586045376934404)	(90, 0.12843912313818814)	(95, 0.07445014824946827)	(100, 0.053171718658730986)	(105, 0.0831923543785382)	(110, 0.03314894102400311)	(115, 0.06491368813529325)	(120, 0.07932797723806093)	(125, 0.056981972870069925)	(130, 0.07103499142083919)	(135, 0.050699653870337424)	(140, 0.10348574665895777)	(145, 0.07371542948641535)	(150, 0.06337118465485064)
TCR-AT_S3_L003_R2_001	(1, 0.044008706755610486)	(2, 0.10836086950109348)	(3, 6.765366142292157e-05)	(4, 0.00032473757483002355)	(5, 2.7061464569168627e-05)	(6, 0.041234906637270696)	(7, 0.07855266627815424)	(8, 4.73575629960451e-05)	(9, 0.0402065709836423)	(10, 0.028254875156668968)	(15, 0.008923517941683355)	(20, 0.053806310002877986)	(25, 0.11197222194784903)	(30, 0.07865955906320246)	(35, 0.071252836210621)	(40, 0.03453448800994455)	(45, 0.050711831529393556)	(50, 0.07183465769885813)	(55, 0.06426556605886166)	(60, 0.0841625078833429)	(65, 0.09477466121414238)	(70, 0.16006315063371862)	(75, 0.05179023089247493)	(80, 0.16371238913087102)	(85, 0.13701896047984308)	(90, 0.10037638437996028)	(95, 0.06669703865040147)	(100, 0.19437032234128215)	(105, 0.07688297391423653)	(110, 0.09461635164641274)	(115, 0.11234296401244664)	(120, 0.07923461518529729)	(125, 0.20308411393255443)	(130, 0.09634016693946879)	(135, 0.09066943703899949)	(140, 0.13917440613277735)	(145, 0.10544229054730864)	(150, 0.16206772862167979)
TCR-AT_S3_L004_R1_001	(1, 0.0042738893524207405)	(2, 0.007219305105065941)	(3, 8.350405484303401e-05)	(4, 0.023958072462237755)	(5, 7.591277713003092e-06)	(6, 1.5182555426006184e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.884685530941175e-05)	(15, 0.018650251085305995)	(20, 0.006335680379272381)	(25, 6.983975495962844e-05)	(30, 4.554766627801855e-06)	(35, 7.591277713003092e-06)	(40, 0.0003294614527443342)	(45, 0.0003476805192555416)	(50, 0.0006953610385110832)	(55, 0.0255416129931702)	(60, 0.015124861715387362)	(65, 0.0001594168319730649)	(70, 0.000378045630107554)	(75, 0.04087599397343645)	(80, 0.021103752042148597)	(85, 0.00021559228704928781)	(90, 0.0004144837631299688)	(95, 1.6700810968606802e-05)	(100, 0.0006452586056052628)	(105, 0.0004084107409595664)	(110, 1.3664299883405566e-05)	(115, 0.0008623691481971513)	(120, 0.00026721297549770883)	(125, 0.00028998680863671813)	(130, 0.014751370851907608)	(135, 6.680324387442721e-05)	(140, 0.00010627788798204328)	(145, 4.099289965021669e-05)	(150, 0.00043270282964117627)
TCR-AT_S3_L004_R2_001	(1, 0.05594012546711978)	(2, 0.015926500641880486)	(3, 8.350405484303401e-05)	(4, 1.5182555426006184e-05)	(5, 0.00040992899650216697)	(6, 0.0001821906651120742)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00023229309801789462)	(15, 3.9474644107616075e-05)	(20, 0.01662186168039157)	(25, 0.00033705273045733726)	(30, 3.9474644107616075e-05)	(35, 0.00015182555426006183)	(40, 5.0102432905820406e-05)	(45, 0.007843308133074794)	(50, 0.009791229994231388)	(55, 0.00010627788798204328)	(60, 2.4292088681609894e-05)	(65, 0.00011083265460984514)	(70, 2.1255577596408655e-05)	(75, 3.036511085201237e-05)	(80, 3.795638856501546e-05)	(85, 0.0)	(90, 0.0005556815285918264)	(95, 3.795638856501546e-05)	(100, 0.0004949513068878016)	(105, 3.9474644107616075e-05)	(110, 5.4657199533622266e-05)	(115, 4.858417736321979e-05)	(120, 0.00010627788798204328)	(125, 5.4657199533622266e-05)	(130, 8.502231038563462e-05)	(135, 2.7328599766811133e-05)	(140, 9.10953325560371e-06)	(145, 6.376673278922597e-05)	(150, 0.019638635443539)
