Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
BCR-YL_S6_L003_R1_001	(1, 0.0026272397458545066)	(2, 0.01725284689552631)	(3, 0.004449048328746318)	(4, 0.02405426560498907)	(5, 0.00033240016249254096)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.05691457859170362)	(15, 0.10322814892422202)	(20, 0.1264884895257193)	(25, 0.01713267145216362)	(30, 0.13175703210122608)	(35, 0.06541251659204177)	(40, 0.16603515962718765)	(45, 0.14019360391771946)	(50, 0.10541176229936534)	(55, 0.06060805578186111)	(60, 0.0711694317139799)	(65, 0.06431559605581638)	(70, 0.17348092326702058)	(75, 0.044751289568803476)	(80, 0.013671874375750898)	(85, 0.16097244945999356)	(90, 0.12890989686326113)	(95, 0.07797340734776952)	(100, 0.06593540761688581)	(105, 0.08466359984901362)	(110, 0.033210611619495144)	(115, 0.06421076215841488)	(120, 0.08045873779348298)	(125, 0.057603669697793916)	(130, 0.07280586328317393)	(135, 0.0562523351910454)	(140, 0.10776796806657209)	(145, 0.10731027861206313)	(150, 0.06426509680036079)
BCR-YL_S6_L003_R2_001	(1, 0.04934224719769084)	(2, 0.12883702451994544)	(3, 0.0008054311629626954)	(4, 0.0013743468256903137)	(5, 0.00014063083797761347)	(6, 0.04236184378534748)	(7, 0.07735335319850459)	(8, 7.031541898880674e-05)	(9, 0.04046971978346686)	(10, 0.02823611534157792)	(15, 0.01940194179225693)	(20, 0.05878752566113274)	(25, 0.11150746989461316)	(30, 0.07941423420595835)	(35, 0.07217046758794782)	(40, 0.052116510092340126)	(45, 0.0527966519632864)	(50, 0.07174729661185154)	(55, 0.07019780046977092)	(60, 0.08684337783766663)	(65, 0.09559828673285478)	(70, 0.16008775364289804)	(75, 0.053575235420817005)	(80, 0.17040366483963768)	(85, 0.1444649460057486)	(90, 0.10301081035643846)	(95, 0.0719953182715575)	(100, 0.20671966105411124)	(105, 0.07746713633105011)	(110, 0.09933395317440556)	(115, 0.11130802979711764)	(120, 0.08379296711571585)	(125, 0.20914106839165303)	(130, 0.09713116286681077)	(135, 0.09084624287137488)	(140, 0.14299982836645456)	(145, 0.10709294004427955)	(150, 0.16821365915367723)
BCR-YL_S6_L004_R1_001	(1, 0.004318110602069843)	(2, 0.011327843479429889)	(3, 0.0016696694328003393)	(4, 0.029938900174350913)	(5, 7.196851003449738e-05)	(6, 5.757480802759791e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.446929341172911e-05)	(15, 0.01877082678719761)	(20, 0.005925887116240515)	(25, 0.00013098268826278525)	(30, 1.871181260896932e-05)	(35, 6.62110292317376e-05)	(40, 0.0005138551616463114)	(45, 0.00041453861779870493)	(50, 0.0007470331341580829)	(55, 0.02525231080090444)	(60, 0.014511730363356054)	(65, 0.0002562078957228107)	(70, 0.00047355279602699277)	(75, 0.0455762180346465)	(80, 0.021843882165670646)	(85, 0.0003713575117780065)	(90, 0.0005109764212449314)	(95, 7.484725043587727e-05)	(100, 0.0008593040098118987)	(105, 0.000607414224691158)	(110, 6.045354842897781e-05)	(115, 0.001211949708980936)	(120, 0.0004102205071966351)	(125, 0.0004937039788366521)	(130, 0.014544835877971922)	(135, 0.00011802835645657571)	(140, 0.0003656000309752467)	(145, 0.00014537639026968472)	(150, 0.0009679764599639899)
BCR-YL_S6_L004_R2_001	(1, 0.05684072922524604)	(2, 0.026203734503560498)	(3, 0.0003598425501724869)	(4, 0.000302267742144889)	(5, 0.0013889922436657995)	(6, 0.00043900791121043403)	(7, 5.037795702414817e-05)	(8, 0.0)	(9, 0.0)	(10, 0.00032097955475385835)	(15, 6.045354842897781e-05)	(20, 0.01685646442027998)	(25, 0.0005152945318470014)	(30, 6.62110292317376e-05)	(35, 0.00020726930889935246)	(40, 4.1741735820008486e-05)	(45, 0.007598435289442234)	(50, 0.0102238465355007)	(55, 0.0001684063134807239)	(60, 6.62110292317376e-05)	(65, 0.00011083150545312598)	(70, 1.4393702006899478e-05)	(75, 0.00024037482351522128)	(80, 8.780158224208681e-05)	(85, 4.318110602069843e-06)	(90, 0.0006664284029194458)	(95, 8.924095244277675e-05)	(100, 0.000467795315224233)	(105, 7.196851003449738e-05)	(110, 0.00021878427050487203)	(115, 0.00012954331806209527)	(120, 0.0001511338710724445)	(125, 5.325669742552806e-05)	(130, 0.00014393702006899477)	(135, 3.0226774214488904e-05)	(140, 5.037795702414817e-05)	(145, 0.0001266645776607154)	(150, 0.019355930773778073)
BCR-YT_S5_L001_R1_001	(1, 0.004326991460738614)	(2, 0.012899140028348443)	(3, 0.00013809547215123233)	(4, 0.01957886916277472)	(5, 5.62611182838354e-05)	(6, 0.0)	(7, 0.00018412729620164312)	(8, 5.114647116712309e-06)	(9, 0.0)	(10, 0.008237650646176846)	(15, 0.012755929909080498)	(20, 0.00780802028837301)	(25, 0.00024243427333216347)	(30, 1.9435659043506775e-05)	(35, 0.04597863172039698)	(40, 6.44445536705751e-05)	(45, 8.183435386739695e-05)	(50, 0.00024448013217884837)	(55, 7.058213021062987e-05)	(60, 0.00020765467293851976)	(65, 9.206364810082156e-05)	(70, 0.0002086776023618622)	(75, 0.019336434889442554)	(80, 0.0005441984532181897)	(85, 0.0005851156301518881)	(90, 0.007744598664125778)	(95, 0.017587225575526947)	(100, 0.015214029313372434)	(105, 0.00013195789561117757)	(110, 0.00019231073158838282)	(115, 0.014562423270703286)	(120, 0.00014525597811462958)	(125, 0.03241356463745259)	(130, 0.006789182582723918)	(135, 0.027353132780177425)	(140, 0.0002577782146823004)	(145, 0.01766394528227763)	(150, 7.671970675068462e-05)
BCR-YT_S5_L001_R2_001	(1, 0.09000755995990321)	(2, 0.03231434048338837)	(3, 0.0002250444731353416)	(4, 0.00015855406061808156)	(5, 5.114647116712309e-06)	(6, 0.0003375667097030124)	(7, 2.5573235583561547e-05)	(8, 0.0)	(9, 0.0)	(10, 0.00013502668388120495)	(15, 3.068788270027385e-06)	(20, 2.3527376736876623e-05)	(25, 5.114647116712309e-05)	(30, 0.027362339144987508)	(35, 9.206364810082156e-05)	(40, 0.02307831072002928)	(45, 5.523818886049294e-05)	(50, 0.00011865981310772556)	(55, 0.04051721152917157)	(60, 0.00012070567195441048)	(65, 0.0004971436997444365)	(70, 0.0139363904636177)	(75, 0.007856097971270107)	(80, 0.015457486516127942)	(85, 9.206364810082156e-05)	(90, 0.01540327125669079)	(95, 0.00017287507254487605)	(100, 9.820122464087633e-05)	(105, 0.018442394573441243)	(110, 0.00023220497909873884)	(115, 0.0001554852723480542)	(120, 0.00041121762818366965)	(125, 0.00014525597811462958)	(130, 0.00011354516599101325)	(135, 0.00016264577831145142)	(140, 4.7054753473753246e-05)	(145, 0.0008490314213742432)	(150, 1.2786617791780773e-05)
BCR-YT_S5_L002_R1_001	(1, 0.005039111235707879)	(2, 0.010057464031721803)	(3, 0.001997999820543289)	(4, 0.018023515264277513)	(5, 0.00016606751755164997)	(6, 0.0)	(7, 0.0)	(8, 0.00040478957403214687)	(9, 0.4992197161999538)	(10, 0.12263152041403122)	(15, 0.05234967114220357)	(20, 0.1455166622546333)	(25, 0.006671762517637538)	(30, 0.1769708880009005)	(35, 0.16341874064670114)	(40, 0.000802313694171409)	(45, 0.050106721733271596)	(50, 0.15829244396427866)	(55, 0.055097050635698676)	(60, 0.024035159399647243)	(65, 0.049077103124451356)	(70, 0.013766997205031783)	(75, 0.05157641926360369)	(80, 0.06764864119664932)	(85, 0.05998254941767128)	(90, 0.0770937312573994)	(95, 0.09247262130466691)	(100, 0.015818968968779358)	(105, 0.060943665175501455)	(110, 0.14307028013670056)	(115, 0.026131761808736824)	(120, 0.08491239756812803)	(125, 0.07872638253932907)	(130, 0.025566094327076516)	(135, 0.017122598981559812)	(140, 0.0002169256948018428)	(145, 0.039419239056838216)	(150, 0.00024391166640398592)
BCR-YT_S5_L002_R2_001	(1, 0.0512889148738424)	(2, 0.024209530293076473)	(3, 0.07726810215082865)	(4, 0.0004826337228844828)	(5, 5.1896099234890615e-06)	(6, 0.0009600778358454764)	(7, 0.13909192516935384)	(8, 0.2778828529631453)	(9, 0.0001816363473221172)	(10, 0.16835094591798516)	(15, 0.0684623720326524)	(20, 0.037242716654926906)	(25, 0.03232504229142867)	(30, 0.05510431608959156)	(35, 0.053166515744160744)	(40, 0.06362980727189939)	(45, 1.1417141831675935e-05)	(50, 1.2455063816373747e-05)	(55, 0.02854700626712863)	(60, 0.006488050326346026)	(65, 0.07593333447850725)	(70, 0.0055632618379802745)	(75, 0.05150687849062894)	(80, 0.01624036529456667)	(85, 0.014827753473392949)	(90, 0.07486635067823791)	(95, 0.06256386139361474)	(100, 0.007715912034243537)	(105, 0.0440296885128659)	(110, 0.056166110279937426)	(115, 6.642700702065999e-05)	(120, 0.08881083254265301)	(125, 0.022639154330228683)	(130, 0.03452024728906455)	(135, 0.04599343690791416)	(140, 6.331324106656655e-05)	(145, 0.04328342260586817)	(150, 0.17628066988107643)
BCR-YT_S5_L003_R1_001	(1, 0.002527166516833074)	(2, 0.010103433838518978)	(3, 0.002453915313446608)	(4, 0.020484175804143863)	(5, 0.0004761328220120285)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.055489879456773264)	(15, 0.09856472638530321)	(20, 0.11996140289448991)	(25, 0.017282051770392638)	(30, 0.12326084638416887)	(35, 0.0619349389090196)	(40, 0.15642480549451)	(45, 0.1296106792720128)	(50, 0.10195416421057127)	(55, 0.058381209099013336)	(60, 0.06937516828155921)	(65, 0.05661585509739951)	(70, 0.15939775790623784)	(75, 0.045310055077579826)	(80, 0.010449807385960694)	(85, 0.15499431413694856)	(90, 0.12009534795211088)	(95, 0.07235126003057504)	(100, 0.06362494881572163)	(105, 0.07999031409802078)	(110, 0.03199612563920831)	(115, 0.06118673018871498)	(120, 0.07782731070659471)	(125, 0.055429185602538754)	(130, 0.0697309598408649)	(135, 0.050910632799356474)	(140, 0.10543150347990306)	(145, 0.110318405191543)	(150, 0.05765131317955534)
BCR-YT_S5_L003_R2_001	(1, 0.04707436263343099)	(2, 0.10061052785131094)	(3, 0.00040288161862556257)	(4, 0.0006069385423450033)	(5, 3.139337287991397e-05)	(6, 0.040272465176116296)	(7, 0.07605044580159158)	(8, 7.325120338646592e-05)	(9, 0.039006265803293104)	(10, 0.029209440573234616)	(15, 0.011496253148624494)	(20, 0.05327350733145133)	(25, 0.10566590733073974)	(30, 0.07617183351006057)	(35, 0.06969433423917167)	(40, 0.05041252461632851)	(45, 0.04475020659455469)	(50, 0.06876195106463823)	(55, 0.06937621472732187)	(60, 0.08327615379278511)	(65, 0.09161528007545293)	(70, 0.15055843054901671)	(75, 0.04448440937083809)	(80, 0.1690847063312166)	(85, 0.143523175686628)	(90, 0.09928468107001591)	(95, 0.07097309096114683)	(100, 0.19192652443864203)	(105, 0.0798772979556531)	(110, 0.09399908352280106)	(115, 0.1085206113712866)	(120, 0.07963870832176574)	(125, 0.2032930183126962)	(130, 0.09147191700596798)	(135, 0.08686023052990863)	(140, 0.1303128443787602)	(145, 0.10723662242049811)	(150, 0.15966669446724244)
BCR-YT_S5_L004_R1_001	(1, 0.004008036028151772)	(2, 0.00968094856030505)	(3, 0.001143551538102044)	(4, 0.029480085974895348)	(5, 0.0001065072510977394)	(6, 1.1211289589235726e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.01803335930428567)	(20, 0.005901622839773687)	(25, 5.829870586402578e-05)	(30, 1.0090160630312154e-05)	(35, 1.681693438385359e-05)	(40, 0.0003688514274858554)	(45, 0.00030158368995044103)	(50, 0.0005493531898725506)	(55, 0.024429400014944647)	(60, 0.014545527113074433)	(65, 0.00020852998635978453)	(70, 0.000362124653732314)	(75, 0.04482385690672336)	(80, 0.02210417855413716)	(85, 0.00019171305197593092)	(90, 0.0003654880406090847)	(95, 4.9329674192637205e-05)	(100, 0.0006412857645042836)	(105, 0.0004439670677337348)	(110, 2.4664837096318603e-05)	(115, 0.0006412857645042836)	(120, 0.00019956095468839596)	(125, 0.00044508819669265837)	(130, 0.0158471578343847)	(135, 7.735789816572651e-05)	(140, 0.00023319482345610313)	(145, 8.072128504249723e-05)	(150, 0.00034194433247168967)
BCR-YT_S5_L004_R2_001	(1, 0.05442520531094483)	(2, 0.022899058986013972)	(3, 0.0002634653053470396)	(4, 0.00018498627822238948)	(5, 0.0006278322169972006)	(6, 0.0003867894908286325)	(7, 2.242257917847145e-05)	(8, 0.0)	(9, 0.0)	(10, 0.00023207369449717956)	(15, 2.0180321260624308e-05)	(20, 0.016228341680418715)	(25, 0.00032624852704675965)	(30, 5.157193211048434e-05)	(35, 8.744805879603867e-05)	(40, 2.4664837096318603e-05)	(45, 0.007683096755503244)	(50, 0.009041905053718614)	(55, 7.287338233003224e-05)	(60, 2.802822397308932e-05)	(65, 5.493531898725507e-05)	(70, 0.0)	(75, 0.00016368482800284162)	(80, 7.175225337110865e-05)	(85, 0.0)	(90, 0.0004484515835694291)	(95, 1.681693438385359e-05)	(100, 0.0003284907849646068)	(105, 5.605644794617863e-06)	(110, 0.00015807918320822375)	(115, 7.511564024787937e-05)	(120, 8.296354296034438e-05)	(125, 4.820854523371362e-05)	(130, 0.00011547628276912798)	(135, 2.1301450219547883e-05)	(140, 3.363386876770718e-05)	(145, 6.16620927407965e-05)	(150, 0.019818757171371458)
CSP-AL_S8_L007_R1_001	(1, 0.014126672131546322)	(2, 0.045798656981993396)	(3, 9.911883483724956e-05)	(4, 0.005143947789876358)	(5, 0.0)	(6, 0.0)	(7, 0.00018416918989114757)	(8, 0.0005192547992764299)	(9, 0.0)	(10, 0.038446469447213874)	(15, 6.573816916947907e-05)	(20, 8.786405101056831e-05)	(25, 1.5347432490928964e-06)	(30, 0.001083912419671858)	(35, 0.000665566989023286)	(40, 0.0001434984937901858)	(45, 0.0010506596492748453)	(50, 2.7753273754429878e-05)	(55, 0.015687122330061525)	(60, 0.002248143069379578)	(65, 0.01689470947655612)	(70, 0.002023431078658226)	(75, 2.5834844693063756e-05)	(80, 0.09190311155636856)	(85, 0.001630408911619687)	(90, 0.0015924240162046377)	(95, 0.00206793863288192)	(100, 0.014895450604071107)	(105, 0.0011547663996716467)	(110, 0.00013556898700320584)	(115, 0.03180985595232392)	(120, 0.0034773445166322303)	(125, 0.001172415947036215)	(130, 0.030398915325324516)	(135, 0.00171290136125843)	(140, 0.01714819790319796)	(145, 0.00045556295443907477)	(150, 0.07188289745303475)
CSP-AL_S8_L007_R2_001	(1, 0.07208689040989334)	(2, 0.025137815467434068)	(3, 0.16063070478453906)	(4, 0.0050377947151474325)	(5, 0.08400417173909967)	(6, 0.0)	(7, 0.007533031447630967)	(8, 0.0)	(9, 0.07601071731674085)	(10, 0.016548369083344155)	(15, 0.07477358636270122)	(20, 0.01756577596222199)	(25, 0.0002785558997103607)	(30, 0.0012652679136063354)	(35, 0.05964562215639254)	(40, 0.04703578793603303)	(45, 0.015640056870422674)	(50, 0.0017178892768179822)	(55, 0.014937400252879644)	(60, 0.0001589738215518725)	(65, 0.0023554472015453226)	(70, 0.016673962239228256)	(75, 0.028362055243236726)	(80, 0.04077697707096144)	(85, 0.0004320302246196503)	(90, 0.015960562418941577)	(95, 0.014854779907970145)	(100, 0.00012226787884440075)	(105, 0.00033444613303149366)	(110, 0.00033380665667770497)	(115, 4.489124003596722e-05)	(120, 0.03207818023037366)	(125, 0.002018059477286401)	(130, 0.007521904559075043)	(135, 0.016079377125475518)	(140, 0.0011531037611517963)	(145, 0.0344281279352764)	(150, 0.004137412009012933)
CSP-AT_S7_L007_R1_001	(1, 0.014085796087146918)	(2, 0.04572127888088047)	(3, 8.482290872191213e-05)	(4, 0.0049935881093838615)	(5, 0.0)	(6, 0.0)	(7, 0.0001806093226527789)	(8, 0.00045642803264647953)	(9, 0.0)	(10, 0.039970401074852814)	(15, 7.201291842513357e-05)	(20, 9.590181924885575e-05)	(25, 2.423511677768918e-06)	(30, 0.0011120456441419662)	(35, 0.0006943937983397894)	(40, 0.00013410097950321346)	(45, 0.0010581513606411053)	(50, 2.458133273165617e-05)	(55, 0.01563303518542539)	(60, 0.0022850252961821227)	(65, 0.0176213534090578)	(70, 0.0020614851952374374)	(75, 2.65432231374691e-05)	(80, 0.09249170750759891)	(85, 0.0016213293124274061)	(90, 0.001542969101512878)	(95, 0.002075680049350084)	(100, 0.015658539760700956)	(105, 0.0011937526092781756)	(110, 0.00012002153070855593)	(115, 0.031495380737694915)	(120, 0.0034258068645033487)	(125, 0.0011720564094962443)	(130, 0.03201747439627713)	(135, 0.0017061522211493183)	(140, 0.017051712759464117)	(145, 0.000471776939939016)	(150, 0.07443239091677285)
CSP-AT_S7_L007_R2_001	(1, 0.07170651730587277)	(2, 0.02522240927308504)	(3, 0.16045262981282082)	(4, 0.00501089890708221)	(5, 0.08384023243923583)	(6, 0.0)	(7, 0.007389402510835419)	(8, 0.0)	(9, 0.07880509841537592)	(10, 0.017326954442867873)	(15, 0.0776350038962855)	(20, 0.017765610056544045)	(25, 0.000264739799466757)	(30, 0.0012868847008952954)	(35, 0.05883316948951825)	(40, 0.04704532409416823)	(45, 0.01616286100031287)	(50, 0.001715846267860394)	(55, 0.015569908476485407)	(60, 0.00015798988032693565)	(65, 0.0023360344467332587)	(70, 0.016616980926599568)	(75, 0.030133020958834814)	(80, 0.043649522612342014)	(85, 0.00041257401181066103)	(90, 0.016290960903280655)	(95, 0.01579471803592797)	(100, 0.00012244504238632483)	(105, 0.00033790677107178055)	(110, 0.0003343292062141217)	(115, 4.304618360989554e-05)	(120, 0.031810783471758836)	(125, 0.002016823337175696)	(130, 0.007544391852894641)	(135, 0.015911739028368815)	(140, 0.0011763264062618372)	(145, 0.034525001145542036)	(150, 0.004084194203630572)
CSP-YL_S6_L007_R1_001	(1, 0.014096251967992803)	(2, 0.04604263290200566)	(3, 9.293839258724811e-05)	(4, 0.0050204604764919215)	(5, 0.0)	(6, 0.0)	(7, 0.0001572803566861122)	(8, 0.0004277549094720778)	(9, 0.0)	(10, 0.038911636851285625)	(15, 6.386535695739101e-05)	(20, 8.698080331883476e-05)	(25, 2.502187492733603e-06)	(30, 0.001095481514675845)	(35, 0.0006533092391742068)	(40, 0.00012582428534888975)	(45, 0.0010036154881569112)	(50, 2.3949508859021628e-05)	(55, 0.015532984195963367)	(60, 0.002191320484707795)	(65, 0.01714820579841559)	(70, 0.001959808565737252)	(75, 2.263883921997069e-05)	(80, 0.09163928067137789)	(85, 0.001569824772226915)	(90, 0.001539441066958007)	(95, 0.0020394019583632544)	(100, 0.015128106429281994)	(105, 0.0011319419609985347)	(110, 0.00012856477641235987)	(115, 0.03145654794436391)	(120, 0.0034114347668788465)	(125, 0.0011806750412141557)	(130, 0.030961353124373394)	(135, 0.0016634780755263728)	(140, 0.017022619816637437)	(145, 0.0004545640611799378)	(150, 0.07278505961005946)
CSP-YL_S6_L007_R2_001	(1, 0.07167039465793933)	(2, 0.025165452828704794)	(3, 0.15963420020606228)	(4, 0.004791689048584849)	(5, 0.08335084417759052)	(6, 0.0)	(7, 0.007422560469516181)	(8, 0.0)	(9, 0.07692558415160673)	(10, 0.01669352258545028)	(15, 0.0755611770573547)	(20, 0.017537593832999084)	(25, 0.0002530783921221987)	(30, 0.001222735621449154)	(35, 0.059073429605235414)	(40, 0.046824983524733695)	(45, 0.015802386382681017)	(50, 0.0016660994148044745)	(55, 0.015132157589984515)	(60, 0.00015215682991527672)	(65, 0.00227484588625095)	(70, 0.01648047919321182)	(75, 0.029070414290578998)	(80, 0.041701695057468964)	(85, 0.0003887922756566546)	(90, 0.01600363374816802)	(95, 0.015152294241711753)	(100, 0.00011962839250973988)	(105, 0.00032397370441631745)	(110, 0.0003308845079676769)	(115, 4.1703124878893376e-05)	(120, 0.03177230017558982)	(125, 0.0019741067799814447)	(130, 0.007409215469554935)	(135, 0.01602758325702704)	(140, 0.0011202650860324445)	(145, 0.03434526382883217)	(150, 0.003909965836859676)
CSP-YT_S5_L007_R1_001	(1, 0.013773980044139917)	(2, 0.04555118113819818)	(3, 8.499977966986246e-05)	(4, 0.004895184161459638)	(5, 0.0)	(6, 0.0)	(7, 0.0001057477573845533)	(8, 0.0003620856756015401)	(9, 0.0)	(10, 0.038115775214856686)	(15, 6.18423593818527e-05)	(20, 8.58029271943021e-05)	(25, 1.070863365919527e-06)	(30, 0.0010829105787861218)	(35, 0.000636226697276939)	(40, 0.00011163750589711069)	(45, 0.0009572179912113172)	(50, 2.288970444652989e-05)	(55, 0.015520424336033924)	(60, 0.0021445377481745928)	(65, 0.016589012117300874)	(70, 0.001909215523513777)	(75, 2.168498315987042e-05)	(80, 0.09075433168247252)	(85, 0.001462799357846074)	(90, 0.0014870276415000034)	(95, 0.001966105139828252)	(100, 0.014722898844265357)	(105, 0.0011136979005563082)	(110, 0.00010949577916527164)	(115, 0.031376162763521405)	(120, 0.003308967800691338)	(125, 0.0011802252871640588)	(130, 0.03019941778229658)	(135, 0.001637082370649477)	(140, 0.016943467891420236)	(145, 0.00046676256962017385)	(150, 0.07165983393372181)
CSP-YT_S5_L007_R2_001	(1, 0.06961816599763586)	(2, 0.025038124074405945)	(3, 0.1592226581409523)	(4, 0.004530421327443299)	(5, 0.08277706889597575)	(6, 0.0)	(7, 0.007097146957631665)	(8, 0.0)	(9, 0.0763083848762181)	(10, 0.016140721940742814)	(15, 0.07434294902599355)	(20, 0.017397781674411597)	(25, 0.00023492065089859626)	(30, 0.001175004828255201)	(35, 0.059032815483442067)	(40, 0.04672083164962378)	(45, 0.015627644530546617)	(50, 0.0015947832676956556)	(55, 0.014728119303174214)	(60, 0.00015366889300945214)	(65, 0.0022089234080505046)	(70, 0.01639853229608794)	(75, 0.028363957973110518)	(80, 0.040621060059425416)	(85, 0.00033906211323427027)	(90, 0.015768463063165036)	(95, 0.014810977356112238)	(100, 0.00011444852223264946)	(105, 0.0003208574360136383)	(110, 0.00032821962165433503)	(115, 4.18975291916015e-05)	(120, 0.03160331965501709)	(125, 0.0018871289665916865)	(130, 0.007189107349180005)	(135, 0.01594515551854176)	(140, 0.0010944223599697568)	(145, 0.034336162964843715)	(150, 0.0034491839726664268)
GE-AL_S4_L005_R1_001	(1, 0.00691038729195563)	(2, 0.02226449201165942)	(3, 0.0029283791021161368)	(4, 0.03867379918258242)	(5, 5.594181318590913e-06)	(6, 1.7481816620596603e-07)	(7, 0.0)	(8, 0.0)	(9, 1.7481816620596603e-07)	(10, 2.171241624278098e-05)	(15, 1.3530926064341768e-05)	(20, 0.0)	(25, 0.00015677693145351031)	(30, 0.0001434557871886157)	(35, 0.00041966848979404207)	(40, 0.00016181169464024215)	(45, 7.842342935999636e-05)	(50, 0.0005504674417493459)	(55, 0.00019688021878115893)	(60, 7.705984766358981e-05)	(65, 0.00034334287842851727)	(70, 0.023155610132077713)	(75, 0.0002731359028802013)	(80, 0.00017460838440651886)	(85, 4.510308688113924e-05)	(90, 0.00023887154230383195)	(95, 5.1571359030759974e-05)	(100, 0.00024226301472822772)	(105, 0.00023034041579298085)	(110, 0.00011464575339787251)	(115, 0.00010541535422219752)	(120, 0.008677554206865258)	(125, 0.0006990279193911758)	(130, 0.00025544430446015757)	(135, 0.00013002975202399753)	(140, 0.0004049837638327409)	(145, 0.000422745289519267)	(150, 0.007948982017385276)
GE-AL_S4_L005_R2_001	(1, 0.04877514246229555)	(2, 0.02535300455402022)	(3, 0.0006071434912333201)	(4, 0.0006798678483750019)	(5, 2.867017925777843e-05)	(6, 0.0)	(7, 6.940281198376851e-05)	(8, 0.000869720376874681)	(9, 0.00012272235267658815)	(10, 0.00022324279824501863)	(15, 0.00033701446081186133)	(20, 0.00011877146212033331)	(25, 9.863240937340604e-05)	(30, 7.25145753422347e-05)	(35, 0.025069309633901183)	(40, 0.00017327976634335353)	(45, 2.72716339281307e-05)	(50, 7.450750243698272e-05)	(55, 2.080336177850996e-05)	(60, 8.38777561456225e-05)	(65, 4.405417788390344e-06)	(70, 0.0001028630089955904)	(75, 8.922719203152506e-05)	(80, 0.0002897086650365269)	(85, 1.5279107726401432e-05)	(90, 0.00039816585535070825)	(95, 9.499619151632194e-05)	(100, 0.0001398195693315316)	(105, 1.395048966323609e-05)	(110, 4.856448657201736e-05)	(115, 0.00025813650421972946)	(120, 0.008191734522978878)	(125, 0.00023747299697418424)	(130, 1.9579634615068195e-05)	(135, 7.433268427077675e-05)	(140, 0.017110048308342996)	(145, 0.0002536961227980979)	(150, 0.0070903625940646735)
GE-AL_S4_L007_R1_001	(1, 0.015237359922929721)	(2, 0.03760462850427833)	(3, 6.15236605232694e-05)	(4, 0.005531660677269955)	(5, 0.0)	(6, 0.0)	(7, 0.00010664101157366695)	(8, 0.0002734384912145307)	(9, 0.0)	(10, 0.03683900072887764)	(15, 3.445324989303086e-05)	(20, 4.074233519096507e-05)	(25, 3.828138877003429e-06)	(30, 0.0011998480994493605)	(35, 0.000450353195030332)	(40, 7.875028546978483e-05)	(45, 0.0007478542734717413)	(50, 1.4218801543155593e-05)	(55, 0.01867858333486459)	(60, 0.0014546927732613031)	(65, 0.014222082805050168)	(70, 0.0013048484800757404)	(75, 1.8593817402588086e-05)	(80, 0.102298534894689)	(85, 0.0011014102426121295)	(90, 0.0010346912507557839)	(95, 0.0015353571281695895)	(100, 0.013101531868053021)	(105, 0.0007185963549117865)	(110, 0.00010500038062637977)	(115, 0.037830488698021525)	(120, 0.002342000677252455)	(125, 0.0009813707449689505)	(130, 0.026562361913561938)	(135, 0.001284614031725865)	(140, 0.020085697810654564)	(145, 0.00033140745135201114)	(150, 0.07012056668705424)
GE-AL_S4_L007_R2_001	(1, 0.07324049987181204)	(2, 0.02530126359208052)	(3, 0.18211413672624563)	(4, 0.0031390738791428115)	(5, 0.09732632937044397)	(6, 0.0)	(7, 0.004694938894153491)	(8, 0.0)	(9, 0.07643426144919777)	(10, 0.013733995098232232)	(15, 0.07210354262534201)	(20, 0.018458738787928107)	(25, 0.00020808669181425783)	(30, 0.0007935185015045679)	(35, 0.07832836987784081)	(40, 0.05363550692871261)	(45, 0.015214117651176485)	(50, 0.0011498088555571013)	(55, 0.013955206837624787)	(60, 0.00010800820402973961)	(65, 0.0015536775070809632)	(70, 0.019567531869803027)	(75, 0.024235126914835065)	(80, 0.03380547410734364)	(85, 0.00025675874325044426)	(90, 0.01616267577719969)	(95, 0.012789811988068459)	(100, 0.00010418006515273617)	(105, 0.00025238372739101175)	(110, 0.0003177355267912846)	(115, 2.7070410630238535e-05)	(120, 0.03787752011851043)	(125, 0.0014336380094377842)	(130, 0.0057955288212919774)	(135, 0.01952241451875263)	(140, 0.0006907056288079044)	(145, 0.0397248705651558)	(150, 0.002492391847420447)
