Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
BCR-YL_S6_L003_R1_001	(1, 37.58624029527362)	(2, 38.42227809812133)	(3, 38.521804204158904)	(4, 38.52847253495715)	(5, 38.57069234159614)	(6, 38.534339014286495)	(7, 38.55270540172637)	(8, 38.60118161865455)	(9, 38.7442658255238)	(10, 38.548474817012114)	(15, 39.093515659084005)	(20, 39.118477530548056)	(25, 38.992170301387866)	(30, 39.19502547815284)	(35, 39.060875318297136)	(40, 39.18785356110842)	(45, 39.171864985446305)	(50, 39.18708461725559)	(55, 39.199973638110194)	(60, 39.18967176442801)	(65, 39.10613293002113)	(70, 39.138108854021674)	(75, 39.173267816408995)	(80, 39.09814727180968)	(85, 39.08107348632477)	(90, 39.016042079303645)	(95, 39.05903681299837)	(100, 39.040909497983066)	(105, 38.99298013046067)	(110, 38.944405471945906)	(115, 38.84576628624959)	(120, 38.766900691296456)	(125, 38.67694525529132)	(130, 38.57165072797233)	(135, 38.470627875141545)	(140, 38.32354277207033)	(145, 38.18462185166707)	(150, 37.956257736693686)
BCR-YL_S6_L003_R2_001	(1, 37.418927951945165)	(2, 38.65850901267883)	(3, 39.113721958131)	(4, 39.20985119020033)	(5, 39.25252561798464)	(6, 39.33643147330938)	(7, 39.336408205298014)	(8, 39.38587983286664)	(9, 39.42326104375569)	(10, 39.38668124965841)	(15, 39.35414730249278)	(20, 39.43631056275028)	(25, 39.23908003141182)	(30, 39.259772785312)	(35, 39.271318679386944)	(40, 39.26219782348209)	(45, 39.26226573539221)	(50, 39.24954235209551)	(55, 39.21320303673117)	(60, 39.16645074932266)	(65, 39.116310128073145)	(70, 39.015610240354086)	(75, 38.960185402582944)	(80, 38.988187815041044)	(85, 38.98142349730357)	(90, 38.85889172032746)	(95, 38.82789847348422)	(100, 38.72116662229338)	(105, 38.72073266109662)	(110, 38.58738772784992)	(115, 38.53572476499468)	(120, 38.37082738555447)	(125, 38.24805799360065)	(130, 38.15014903992286)	(135, 37.955146177765684)	(140, 37.82936007535257)	(145, 37.608155693679194)	(150, 37.17511230491067)
BCR-YL_S6_L004_R1_001	(1, 37.52821820506794)	(2, 38.394181317176304)	(3, 38.49468073545484)	(4, 38.47614941986904)	(5, 38.46808549225669)	(6, 38.419721502017346)	(7, 38.44163101946417)	(8, 38.52415414330629)	(9, 38.662206442246784)	(10, 38.4481319925504)	(15, 39.06583259001858)	(20, 39.114060185537696)	(25, 38.90294965817117)	(30, 39.1689433137152)	(35, 39.01182255501741)	(40, 39.18095019448051)	(45, 39.152666886698384)	(50, 39.14352881468008)	(55, 39.12669736651389)	(60, 39.129185519417604)	(65, 39.03954874016964)	(70, 39.12828052979762)	(75, 39.10478687029533)	(80, 39.00610934924201)	(85, 39.05684841546212)	(90, 38.973852343359454)	(95, 38.998935182712934)	(100, 38.97506446579287)	(105, 38.93622758054967)	(110, 38.868405262740474)	(115, 38.77041409097366)	(120, 38.69773007001241)	(125, 38.57916885870754)	(130, 38.472463970044984)	(135, 38.35914307382976)	(140, 38.21420143093549)	(145, 38.057093338695466)	(150, 37.80263190280566)
BCR-YL_S6_L004_R2_001	(1, 37.17889745106249)	(2, 38.539270840964996)	(3, 39.009649969636484)	(4, 39.09498591072479)	(5, 39.147860167488)	(6, 39.245521723478845)	(7, 39.255445605264526)	(8, 39.28701689518348)	(9, 39.36092797924083)	(10, 39.31670761914783)	(15, 39.27909771063851)	(20, 39.37362192897773)	(25, 39.17811345490158)	(30, 39.17964304482645)	(35, 39.1921817440935)	(40, 39.186398901587815)	(45, 39.18015180461758)	(50, 39.172369072367644)	(55, 39.144602354550564)	(60, 39.096826980361094)	(65, 39.046798300909835)	(70, 38.9782756719232)	(75, 38.85225221853728)	(80, 38.96194230342125)	(85, 38.93756046614292)	(90, 38.79976132363332)	(95, 38.756155689765635)	(100, 38.71086265342426)	(105, 38.65522428770247)	(110, 38.53651764243252)	(115, 38.47556238712639)	(120, 38.29416705301762)	(125, 38.230657145904495)	(130, 38.07695771259894)	(135, 37.87802854645345)	(140, 37.77191236020296)	(145, 37.53213887677019)	(150, 37.108059494352126)
BCR-YT_S5_L001_R1_001	(1, 37.54184965382278)	(2, 38.427095436399846)	(3, 38.48669406651322)	(4, 38.565109483368985)	(5, 38.66617276224343)	(6, 38.59478630262723)	(7, 38.65497976620028)	(8, 38.732529580178)	(9, 38.86459375815626)	(10, 38.71185740404756)	(15, 39.257277500958864)	(20, 39.299918375346664)	(25, 39.17230682502092)	(30, 39.3545437885654)	(35, 39.225648605023466)	(40, 39.368360496286485)	(45, 39.34931078851441)	(50, 39.35789195931953)	(55, 39.33352786723153)	(60, 39.33871244180362)	(65, 39.27036870621574)	(70, 39.32930654438023)	(75, 39.325727252952184)	(80, 39.302529607285635)	(85, 39.28021787987545)	(90, 39.215288478116804)	(95, 39.18852205673668)	(100, 39.16430236136608)	(105, 39.14727177306556)	(110, 39.07601043817642)	(115, 38.989433824419585)	(120, 38.91808376063226)	(125, 38.80944041106214)	(130, 38.7584184917816)	(135, 38.655500396359585)	(140, 38.58620773006284)	(145, 38.46575136646748)	(150, 38.29765814118073)
BCR-YT_S5_L001_R2_001	(1, 37.99367307922368)	(2, 38.48732674836156)	(3, 39.05877747351879)	(4, 39.25077099469299)	(5, 39.30293814483873)	(6, 39.29420222527044)	(7, 39.34680054016811)	(8, 39.38598456777984)	(9, 39.43783563273376)	(10, 39.41504852956197)	(15, 39.471343956898664)	(20, 39.50096516971345)	(25, 39.35847013948819)	(30, 39.336773008534145)	(35, 39.34413353811699)	(40, 39.32926450198093)	(45, 39.33201342022028)	(50, 39.320146579648785)	(55, 39.26344549941997)	(60, 39.250700187518305)	(65, 39.213730167891875)	(70, 39.16328248027243)	(75, 39.113222851159016)	(80, 39.123383097656365)	(85, 39.1046760712411)	(90, 39.01951785142268)	(95, 38.98138650002191)	(100, 38.92577823575465)	(105, 38.86116671954359)	(110, 38.79941783040659)	(115, 38.73726474093725)	(120, 38.64360168130726)	(125, 38.575359563528295)	(130, 38.48151509759437)	(135, 38.36855934353709)	(140, 38.276772070507874)	(145, 38.15489313942206)	(150, 37.84720794738419)
BCR-YT_S5_L002_R1_001	(1, 37.50844056321591)	(2, 38.41057588530464)	(3, 38.472860234307774)	(4, 38.55315242595322)	(5, 38.641313000372456)	(6, 38.5489549656549)	(7, 38.60764405669524)	(8, 38.67012177056413)	(9, 38.6037464520583)	(10, 38.60691960790837)	(15, 39.19708960447959)	(20, 39.20126805004715)	(25, 39.11929637607982)	(30, 39.23874851311189)	(35, 39.11560988477457)	(40, 39.32098917494077)	(45, 39.2706023595807)	(50, 39.23878268150362)	(55, 39.257261034940036)	(60, 39.27461872325113)	(65, 39.193432112714596)	(70, 39.26819728675776)	(75, 39.253091660810625)	(80, 39.215505163635925)	(85, 39.19756659190688)	(90, 39.121398770093585)	(95, 39.098692835862856)	(100, 39.10508666363144)	(105, 39.047977621986846)	(110, 38.95632769916413)	(115, 38.923720259059095)	(120, 38.81534204381681)	(125, 38.71635916065532)	(130, 38.672314276964606)	(135, 38.572483930502614)	(140, 38.48759378598184)	(145, 38.34574887654027)	(150, 38.17456581517796)
BCR-YT_S5_L002_R2_001	(1, 37.81032972134753)	(2, 38.44459554282049)	(3, 38.968766903532575)	(4, 39.20107211113488)	(5, 39.24204740283117)	(6, 39.23458910303353)	(7, 39.22828071700273)	(8, 39.229348946309386)	(9, 39.38873359557816)	(10, 39.30143445488934)	(15, 39.394180278018815)	(20, 39.43232783430157)	(25, 39.27583660014953)	(30, 39.25507826424778)	(35, 39.25521118053714)	(40, 39.23357202252229)	(45, 39.26602825815258)	(50, 39.244556454678545)	(55, 39.19026130256822)	(60, 39.17616493120057)	(65, 39.114716794423614)	(70, 39.084310516988424)	(75, 39.0109873279586)	(80, 39.0388112762543)	(85, 39.01208098635387)	(90, 38.90464541185808)	(95, 38.85812427465471)	(100, 38.82738281069377)	(105, 38.741533480950054)	(110, 38.65605863345842)	(115, 38.62210185325641)	(120, 38.477265943273096)	(125, 38.43384206906426)	(130, 38.30886743976978)	(135, 38.18268909083277)	(140, 38.09133730072093)	(145, 37.92601922511754)	(150, 37.51607146943961)
BCR-YT_S5_L003_R1_001	(1, 37.4822616455548)	(2, 38.39912854089777)	(3, 38.509257330117116)	(4, 38.56657974539347)	(5, 38.651122726426536)	(6, 38.53846959609391)	(7, 38.58587065909445)	(8, 38.626182889209545)	(9, 38.77289877091806)	(10, 38.61836177450831)	(15, 39.15250881709038)	(20, 39.19557811785638)	(25, 39.08736503596582)	(30, 39.242343506913926)	(35, 39.13596873722355)	(40, 39.24356470911895)	(45, 39.22273679681068)	(50, 39.24791786070489)	(55, 39.24751332570195)	(60, 39.24543077306076)	(65, 39.17631702785963)	(70, 39.19544023816268)	(75, 39.23054129395321)	(80, 39.226346657971405)	(85, 39.14873849393642)	(90, 39.093427263700256)	(95, 39.090386271385036)	(100, 39.07353432975201)	(105, 39.031184439518945)	(110, 38.99025204378706)	(115, 38.89398378448575)	(120, 38.792309523587775)	(125, 38.703589172927984)	(130, 38.62297193317355)	(135, 38.51478411248372)	(140, 38.38229606315593)	(145, 38.23658815986384)	(150, 38.025938722019745)
BCR-YT_S5_L003_R2_001	(1, 37.77817829907985)	(2, 38.43595087439438)	(3, 38.97910331527621)	(4, 39.192069364285246)	(5, 39.2305890328089)	(6, 39.21169639636519)	(7, 39.24870269502688)	(8, 39.31335221888883)	(9, 39.35232447520483)	(10, 39.33429149395515)	(15, 39.39819959006533)	(20, 39.40440863414027)	(25, 39.22132442989373)	(30, 39.222581399614924)	(35, 39.21813320982483)	(40, 39.21034204440132)	(45, 39.214423329378114)	(50, 39.190816810565174)	(55, 39.148728406199275)	(60, 39.11890329972603)	(65, 39.083829095733776)	(70, 38.99441107968401)	(75, 38.98450550781031)	(80, 38.938316480149915)	(85, 38.929271986636465)	(90, 38.85850364325324)	(95, 38.813967016238855)	(100, 38.709871761211126)	(105, 38.686472940953145)	(110, 38.585571354677406)	(115, 38.5271079577282)	(120, 38.41569497026891)	(125, 38.28172211904848)	(130, 38.20171355493636)	(135, 38.05815264441553)	(140, 37.90903768115154)	(145, 37.72982120323055)	(150, 37.33778285559771)
BCR-YT_S5_L004_R1_001	(1, 37.42993955825613)	(2, 38.38812430696713)	(3, 38.48281093488646)	(4, 38.516075167436405)	(5, 38.55693986953759)	(6, 38.418634374116586)	(7, 38.48139024026971)	(8, 38.549005079330804)	(9, 38.69905742764472)	(10, 38.52940971831579)	(15, 39.13551923209842)	(20, 39.202813047093414)	(25, 39.023093339423305)	(30, 39.23619280077129)	(35, 39.10804802983728)	(40, 39.25567340302607)	(45, 39.22185853919924)	(50, 39.226950505127455)	(55, 39.19665603107679)	(60, 39.207380885233334)	(65, 39.131250129980884)	(70, 39.20193764717971)	(75, 39.181512247128666)	(80, 39.154544633573295)	(85, 39.14623404093949)	(90, 39.07550777752384)	(95, 39.052917342917645)	(100, 39.033119506012646)	(105, 39.00241963173043)	(110, 38.946032495586536)	(115, 38.853245755223575)	(120, 38.760094423723174)	(125, 38.64824411865558)	(130, 38.563974415612925)	(135, 38.44495325761117)	(140, 38.31338377404633)	(145, 38.14498800700324)	(150, 37.900496777847344)
BCR-YT_S5_L004_R2_001	(1, 37.49743667877654)	(2, 38.29101592838363)	(3, 38.8585789432586)	(4, 39.07451891935949)	(5, 39.13069050724975)	(6, 39.1119439978147)	(7, 39.168419635878614)	(8, 39.216592753437226)	(9, 39.29388136583329)	(10, 39.271005828132836)	(15, 39.33147555538066)	(20, 39.3460137951555)	(25, 39.173958708035656)	(30, 39.15591694026417)	(35, 39.15336740332127)	(40, 39.14623536387165)	(45, 39.14324210650938)	(50, 39.12403649476565)	(55, 39.08980362921777)	(60, 39.06140834762352)	(65, 39.027284321274976)	(70, 38.96567274660507)	(75, 38.89678775812382)	(80, 38.92261794150521)	(85, 38.89516055155285)	(90, 38.810450199984174)	(95, 38.75221178843557)	(100, 38.70353470098734)	(105, 38.62828398712249)	(110, 38.541154598021734)	(115, 38.472074398566164)	(120, 38.34708975382867)	(125, 38.26521619486476)	(130, 38.126131043943154)	(135, 37.97796353763498)	(140, 37.83134047615805)	(145, 37.63177658411177)	(150, 37.235521390271664)
CSP-AL_S8_L007_R1_001	(1, 38.15436234014274)	(2, 38.83297229351034)	(3, 38.863673220728025)	(4, 38.813355448301444)	(5, 38.7004226708487)	(6, 38.6796398428249)	(7, 38.625888581170024)	(8, 38.76117696594919)	(9, 38.77622210517816)	(10, 38.64471635860063)	(15, 39.029197390414666)	(20, 39.0772020387427)	(25, 38.853449070709125)	(30, 39.130407965194685)	(35, 38.21874154276535)	(40, 38.7479742092536)	(45, 38.58658635679245)	(50, 38.65872580192701)	(55, 38.651209112937075)	(60, 38.65813344474888)	(65, 38.40878953597728)	(70, 38.24558531488084)	(75, 38.549148395271175)	(80, 38.80777408078024)	(85, 38.51151930961519)	(90, 38.760902095991185)	(95, 38.744539696863136)	(100, 38.89393338247411)	(105, 38.511478467539426)	(110, 38.45477102692254)	(115, 38.19911436617649)	(120, 37.40497590619363)	(125, 36.45176640123197)	(130, 32.71109330581573)	(135, 32.803140823922305)	(140, 34.2658216950129)	(145, 24.252169979874658)	(150, 33.49974570583315)
CSP-AL_S8_L007_R2_001	(1, 38.60433188444192)	(2, 39.00737431341662)	(3, 39.218093909251195)	(4, 39.25220146769032)	(5, 39.249918204579586)	(6, 39.32799675821299)	(7, 39.31028149825831)	(8, 39.354228999091355)	(9, 39.35121000564607)	(10, 39.428635244657386)	(15, 39.448109573608164)	(20, 39.439520618341916)	(25, 39.277679397609184)	(30, 39.189159839851584)	(35, 39.311142287146524)	(40, 39.287015424962604)	(45, 39.317241722598894)	(50, 39.25265316820757)	(55, 39.26343308200975)	(60, 39.23954370599619)	(65, 39.23006447686601)	(70, 39.1876032751114)	(75, 39.2880497498279)	(80, 39.392745097281875)	(85, 39.36674862110353)	(90, 39.222140702345065)	(95, 38.06278984041919)	(100, 36.5852803951616)	(105, 37.18966222270675)	(110, 35.71862108332564)	(115, 35.311468742383035)	(120, 35.65221442603915)	(125, 35.42549904542807)	(130, 35.75339136436296)	(135, 35.59724746611971)	(140, 34.40620148308891)	(145, 32.60684011533391)	(150, 35.6050159962452)
CSP-AT_S7_L007_R1_001	(1, 38.118413819223655)	(2, 38.87425302104724)	(3, 38.85636068441101)	(4, 38.80064337772347)	(5, 38.710372991776524)	(6, 38.68117309205682)	(7, 38.63739361151589)	(8, 38.77805365226701)	(9, 38.81529800662298)	(10, 38.65180626546896)	(15, 39.04505998217369)	(20, 39.099179539163366)	(25, 38.86865982614339)	(30, 39.12730813362428)	(35, 38.22567978939961)	(40, 38.79250737204844)	(45, 38.68560567875871)	(50, 38.732765027923264)	(55, 38.771954128071016)	(60, 38.71556787445776)	(65, 38.52741178491063)	(70, 38.4183503711109)	(75, 38.677842536125574)	(80, 38.882866506993025)	(85, 38.59890299282284)	(90, 38.834815811006344)	(95, 38.811606684435276)	(100, 38.92908517817823)	(105, 38.63735392824325)	(110, 38.55436997556622)	(115, 38.35155515792269)	(120, 37.14580106030828)	(125, 37.13828897502011)	(130, 33.7499750894736)	(135, 32.96312197789897)	(140, 34.72745706649526)	(145, 23.78489378432093)	(150, 33.67235517366859)
CSP-AT_S7_L007_R2_001	(1, 38.736694925216746)	(2, 39.06734782578314)	(3, 39.21382206723827)	(4, 39.260820398286945)	(5, 39.23506708992952)	(6, 39.29249031802757)	(7, 39.243559086388956)	(8, 39.3038062479966)	(9, 39.3074261089033)	(10, 39.414094328002314)	(15, 39.4102677415495)	(20, 39.428548560183344)	(25, 39.26551323090523)	(30, 39.1858412377465)	(35, 39.31535560137801)	(40, 39.30531884011031)	(45, 39.305580514744534)	(50, 39.236609239653276)	(55, 39.23937789401555)	(60, 39.238992837247764)	(65, 39.22708774235744)	(70, 39.182627686650946)	(75, 39.29737701773143)	(80, 39.382201694462815)	(85, 39.3626090312659)	(90, 39.22637897136459)	(95, 38.02220253369029)	(100, 36.291214441839955)	(105, 36.736652534535345)	(110, 36.04225696587798)	(115, 35.69103309046111)	(120, 35.767249534496784)	(125, 35.676076480466016)	(130, 35.826510250684066)	(135, 35.72647423903162)	(140, 34.817478467776745)	(145, 32.97877010117567)	(150, 35.888639892298215)
CSP-YL_S6_L007_R1_001	(1, 38.19142237139946)	(2, 38.86788703235911)	(3, 38.88760581877506)	(4, 38.83640583191035)	(5, 38.71655318382537)	(6, 38.68736783572262)	(7, 38.62935409443574)	(8, 38.769566553626774)	(9, 38.78249974118743)	(10, 38.64219160311275)	(15, 39.03621204463814)	(20, 39.07423263107595)	(25, 38.842571055079944)	(30, 39.1312262615015)	(35, 38.2257695178265)	(40, 38.79890601741479)	(45, 38.701749987633534)	(50, 38.780967527867766)	(55, 38.77048069803929)	(60, 38.74352196794615)	(65, 38.50861531452297)	(70, 38.38475944288176)	(75, 38.651342808152236)	(80, 38.886935501810036)	(85, 38.59399946961966)	(90, 38.822983895641286)	(95, 38.80441513366128)	(100, 38.86149888811426)	(105, 38.47777420699735)	(110, 38.490034685025144)	(115, 38.33798010878903)	(120, 37.67808031031701)	(125, 37.758781051975504)	(130, 34.42850697409399)	(135, 32.09319313672133)	(140, 35.40788131509899)	(145, 22.430914128505762)	(150, 28.326705926345884)
CSP-YL_S6_L007_R2_001	(1, 38.4996326044062)	(2, 39.215913609808254)	(3, 39.263967977624056)	(4, 39.29625112916423)	(5, 39.300903553606084)	(6, 39.36415538610543)	(7, 39.349633535875284)	(8, 39.386756335057655)	(9, 39.37937409555231)	(10, 39.47177706052772)	(15, 39.453982275182966)	(20, 39.45935015366916)	(25, 39.3060267062403)	(30, 39.1890733856978)	(35, 39.365994358079554)	(40, 39.3723566082584)	(45, 39.354041839756235)	(50, 39.30631826350999)	(55, 39.32827885263909)	(60, 39.31595825300344)	(65, 39.30299934057232)	(70, 39.28402178073189)	(75, 39.34912513665444)	(80, 39.47174412459121)	(85, 39.451056002655754)	(90, 39.298050006562576)	(95, 38.203027857764866)	(100, 36.66180033855669)	(105, 37.49885311461784)	(110, 34.7887289178863)	(115, 34.88937411229313)	(120, 35.970241512745346)	(125, 35.91321837557166)	(130, 36.245927090224214)	(135, 35.63325273966147)	(140, 34.946744119378316)	(145, 33.299736023389826)	(150, 35.77181290436355)
CSP-YT_S5_L007_R1_001	(1, 38.08808817638876)	(2, 38.84752904168062)	(3, 38.86424752117887)	(4, 38.80091220424963)	(5, 38.67821511599672)	(6, 38.633170988662286)	(7, 38.56960095186903)	(8, 38.71450730459996)	(9, 38.72480366924907)	(10, 38.57165925834466)	(15, 38.992026474526654)	(20, 39.06281679417883)	(25, 38.85699773067989)	(30, 39.09774462253913)	(35, 38.170123209255436)	(40, 38.69979562572662)	(45, 38.55535964972916)	(50, 38.588457894643)	(55, 38.53077899313036)	(60, 38.60339671702205)	(65, 38.540147663491254)	(70, 38.56868218054981)	(75, 38.74177875438137)	(80, 38.810602810941376)	(85, 38.60091451196018)	(90, 38.82102987981862)	(95, 38.80199134538937)	(100, 38.75988773657447)	(105, 38.60387572759142)	(110, 38.62408035458856)	(115, 38.266935334684156)	(120, 37.06153365089072)	(125, 35.38771291106228)	(130, 31.984526088614267)	(135, 32.14198431195878)	(140, 33.13811742969875)	(145, 24.18857197907169)	(150, 33.55273792589507)
CSP-YT_S5_L007_R2_001	(1, 38.641601601454745)	(2, 39.16626671704722)	(3, 39.268319513930834)	(4, 39.31733835143476)	(5, 39.325529733351274)	(6, 39.397657320403226)	(7, 39.398983557910334)	(8, 39.4128961612172)	(9, 39.38646444232997)	(10, 39.43192865597706)	(15, 39.48786119886687)	(20, 39.4366701525054)	(25, 39.26901482283717)	(30, 39.14237702432665)	(35, 39.276906818128154)	(40, 39.231511233437026)	(45, 39.289848006472724)	(50, 39.22401751097193)	(55, 39.24625708356039)	(60, 39.224549665812994)	(65, 39.212659880569824)	(70, 39.18445348675522)	(75, 39.26035594213247)	(80, 39.38281015857398)	(85, 39.371563193869264)	(90, 39.21769803034495)	(95, 38.051323876253385)	(100, 36.55173198228214)	(105, 37.37596554529246)	(110, 34.39245132885845)	(115, 33.62282420241159)	(120, 35.70933110179686)	(125, 35.731097390257794)	(130, 35.96330623763454)	(135, 35.524242526136696)	(140, 34.80501318795007)	(145, 33.15788381657203)	(150, 35.68008398005003)
GE-AL_S4_L005_R1_001	(1, 38.1799361533289)	(2, 38.615989528196046)	(3, 38.708013199023284)	(4, 38.650516294336256)	(5, 38.52590897177528)	(6, 38.425884663658906)	(7, 38.39438187418682)	(8, 38.48420158092543)	(9, 38.58533626410628)	(10, 38.38778735185393)	(15, 39.01954621287806)	(20, 39.174074084148785)	(25, 39.057904611418614)	(30, 39.262628431127304)	(35, 39.211635658690696)	(40, 39.384710152844015)	(45, 39.01024287257071)	(50, 38.985770185870805)	(55, 39.021916969580516)	(60, 38.99619915237944)	(65, 39.032576400276206)	(70, 38.97518210336365)	(75, 38.93932835965394)	(80, 38.91081544262285)	(85, 38.887928775554755)	(90, 38.83259144302978)	(95, 38.787333877726425)	(100, 38.71549569764451)	(105, 38.67111408323749)	(110, 38.62643506816611)	(115, 38.55905448699739)	(120, 38.48948747809992)	(125, 38.42140557050255)	(130, 38.3658962301882)	(135, 38.2608549735555)	(140, 38.168424921118365)	(145, 38.033170703023494)	(150, 37.81777218330121)
GE-AL_S4_L005_R2_001	(1, 38.007030924417556)	(2, 38.69140469004834)	(3, 38.86805259408726)	(4, 38.871649666660566)	(5, 38.9218954739388)	(6, 38.967950935225794)	(7, 38.956039241447755)	(8, 38.96364100661615)	(9, 38.97778489761666)	(10, 39.00393384019087)	(15, 39.114653539798994)	(20, 39.13137977692124)	(25, 38.87990252740427)	(30, 38.798388801657346)	(35, 38.79139753439115)	(40, 38.786905867613015)	(45, 38.764723570907464)	(50, 38.70827951422059)	(55, 38.57988751471943)	(60, 38.5410553932128)	(65, 38.51145767281931)	(70, 38.45411813524987)	(75, 38.42132803724729)	(80, 38.381450392621666)	(85, 38.331625609023654)	(90, 38.276905164354496)	(95, 38.23237936551816)	(100, 38.1872634246069)	(105, 38.12451355708935)	(110, 38.088561967652026)	(115, 38.01373792545786)	(120, 37.943284071695224)	(125, 37.86066351479769)	(130, 37.777857196816015)	(135, 37.67465943620596)	(140, 37.54084363387025)	(145, 37.418477494185495)	(150, 37.167036305110926)
GE-AL_S4_L007_R1_001	(1, 36.403049949337316)	(2, 38.713884380799634)	(3, 38.76313623121259)	(4, 38.669672576000586)	(5, 38.53549193334576)	(6, 38.47742951193198)	(7, 38.40386547963736)	(8, 38.53523588554258)	(9, 38.55079880133315)	(10, 38.4018353246218)	(15, 39.035048503613325)	(20, 39.173523568866685)	(25, 38.849954281084266)	(30, 38.77163610499338)	(35, 37.911313763668645)	(40, 38.81376163426093)	(45, 38.90795760150255)	(50, 38.85070992288597)	(55, 38.836453616519364)	(60, 38.83638292720061)	(65, 38.81706864312383)	(70, 38.80134647675598)	(75, 38.81977602325058)	(80, 38.589476659509145)	(85, 38.56680154840562)	(90, 38.16812280319517)	(95, 38.42494586464751)	(100, 38.260141910201924)	(105, 38.519653763432395)	(110, 38.3544195316458)	(115, 38.30468400682327)	(120, 37.92605148584289)	(125, 38.01247347099759)	(130, 36.161750242594636)	(135, 35.76584893245238)	(140, 34.72933105788759)	(145, 33.46923974474407)	(150, 33.73996035032502)
GE-AL_S4_L007_R2_001	(1, 37.768903951339325)	(2, 38.60116737454423)	(3, 38.86183013585299)	(4, 38.966253096417475)	(5, 39.013142028108604)	(6, 39.09514407145976)	(7, 39.10475773130928)	(8, 39.16177397705567)	(9, 39.164042641529576)	(10, 39.191375974206665)	(15, 39.28022976270789)	(20, 39.29958942663667)	(25, 39.076296880482445)	(30, 39.077300263025954)	(35, 39.027202650953356)	(40, 39.08582889706726)	(45, 39.04921678466084)	(50, 39.02585595544658)	(55, 38.90364969291763)	(60, 38.83114151054422)	(65, 38.815103965689374)	(70, 38.768779739170306)	(75, 38.78164203423363)	(80, 38.762906302254095)	(85, 38.81090837469911)	(90, 38.72876632537168)	(95, 38.432554897699006)	(100, 37.77577789422612)	(105, 37.97389663740656)	(110, 37.2943639186317)	(115, 37.089927439268216)	(120, 36.53164900144638)	(125, 35.66989711822081)	(130, 35.964158595856155)	(135, 35.23589965201124)	(140, 34.988977311605254)	(145, 34.546450183225666)	(150, 35.03514595162282)
GE-AT_S3_L005_R1_001	(1, 38.09607722797845)	(2, 38.57416382079665)	(3, 38.663167381748956)	(4, 38.59166720572242)	(5, 38.482675959559806)	(6, 38.38091809217277)	(7, 38.34282387220149)	(8, 38.44063427759215)	(9, 38.53386898749495)	(10, 38.34736276388665)	(15, 38.992098655300126)	(20, 39.165971007217486)	(25, 39.03249012917547)	(30, 39.203460266897)	(35, 39.16768431180271)	(40, 39.32661824791493)	(45, 38.91787578214181)	(50, 38.91421082732099)	(55, 38.96266131961617)	(60, 38.94756136022612)	(65, 38.96860801456238)	(70, 38.90933775787239)	(75, 38.86946079853717)	(80, 38.83515975286868)	(85, 38.801239164689264)	(90, 38.74412382108521)	(95, 38.697908844324914)	(100, 38.61750268420369)	(105, 38.562503866717904)	(110, 38.50696434552075)	(115, 38.430233159055184)	(120, 38.349810879794425)	(125, 38.271875459536794)	(130, 38.19761913737767)	(135, 38.07383250035336)	(140, 37.97342169366554)	(145, 37.82152511530482)	(150, 37.60813597632631)
GE-AT_S3_L005_R2_001	(1, 37.827566015316144)	(2, 38.49024252029146)	(3, 38.746620706237024)	(4, 38.7720352490661)	(5, 38.834439008872415)	(6, 38.860725130696515)	(7, 38.807778736339266)	(8, 38.856164110708804)	(9, 38.88388411356981)	(10, 38.92172105798643)	(15, 39.03331051523257)	(20, 39.06658100097795)	(25, 38.782187769637616)	(30, 38.69115008759609)	(35, 38.689664035254594)	(40, 38.683169370016216)	(45, 38.66167006046867)	(50, 38.58547473145195)	(55, 38.419558612630425)	(60, 38.37742092470535)	(65, 38.344269012612926)	(70, 38.26884513500398)	(75, 38.2317858863262)	(80, 38.18401431299251)	(85, 38.12909368438866)	(90, 38.06728691785254)	(95, 38.01609613976694)	(100, 37.96545788061904)	(105, 37.897108194382255)	(110, 37.85488824883011)	(115, 37.77249514413453)	(120, 37.695037818872194)	(125, 37.60480316883458)	(130, 37.509944674616214)	(135, 37.39780774835718)	(140, 37.25359547735461)	(145, 37.11934999703417)	(150, 36.84541119283744)
GE-AT_S3_L007_R1_001	(1, 36.33594049221143)	(2, 38.701544632085636)	(3, 38.75329334406276)	(4, 38.65072966929993)	(5, 38.531050608850684)	(6, 38.47507969158312)	(7, 38.396674857511414)	(8, 38.53677306944096)	(9, 38.54054660113517)	(10, 38.41292811304338)	(15, 39.0476091742991)	(20, 39.20139261345141)	(25, 38.88408110014614)	(30, 38.78111441544043)	(35, 37.94842998012702)	(40, 38.81280593883445)	(45, 38.88894492858655)	(50, 38.856545026085136)	(55, 38.86128649072288)	(60, 38.87202987713022)	(65, 38.84568741892646)	(70, 38.83129323433538)	(75, 38.85075702293741)	(80, 38.6115792815274)	(85, 38.57071713715341)	(90, 38.17629518418855)	(95, 38.43152049087716)	(100, 38.268893916019685)	(105, 38.51746998049673)	(110, 38.35044622428205)	(115, 38.30150197349313)	(120, 37.91543734122264)	(125, 38.00300242549647)	(130, 36.17233319631235)	(135, 35.706918055332224)	(140, 34.686323098312535)	(145, 33.42636118532587)	(150, 33.614382699950006)
