Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
GE-AT_S3_L007_R2_001	(1, 37.649383103429194)	(2, 38.513249936574965)	(3, 38.79038532203149)	(4, 38.924053699110225)	(5, 38.97594735550498)	(6, 39.044196979842745)	(7, 39.04977075153894)	(8, 39.10573768733788)	(9, 39.11550721599716)	(10, 39.15353949362118)	(15, 39.251006016401995)	(20, 39.27083452649022)	(25, 39.0287584749885)	(30, 39.03933298076796)	(35, 38.99324349986735)	(40, 39.050922561975526)	(45, 39.00934576294123)	(50, 38.968017303273086)	(55, 38.80891729529831)	(60, 38.73078134307497)	(65, 38.70737513267118)	(70, 38.63849204719415)	(75, 38.65044635936759)	(80, 38.6260347996948)	(85, 38.67070930456185)	(90, 38.581584442032124)	(95, 38.28309603266795)	(100, 37.605870248914066)	(105, 37.818577897611554)	(110, 37.13760867069071)	(115, 36.93991876145043)	(120, 36.36623896608844)	(125, 35.514168845316036)	(130, 35.788086701693324)	(135, 35.06953850631175)	(140, 34.813905355039765)	(145, 34.358948593670625)	(150, 34.85375155659426)
GE-YL_S2_L007_R1_001	(1, 36.04203152900119)	(2, 38.63022610622909)	(3, 38.68933838847901)	(4, 38.5928947271282)	(5, 38.45744840182293)	(6, 38.387317030292564)	(7, 38.31660069157956)	(8, 38.47143774141561)	(9, 38.47590596754164)	(10, 38.34015247655012)	(15, 39.00374087453052)	(20, 39.160638085856945)	(25, 38.8189824407783)	(30, 38.70185741176871)	(35, 37.86477340345713)	(40, 38.78587064943224)	(45, 38.88766743144835)	(50, 38.840440853613245)	(55, 38.83177261294499)	(60, 38.83296575717157)	(65, 38.819950165236946)	(70, 38.80936714160701)	(75, 38.835369092415526)	(80, 38.60637638706513)	(85, 38.57772171957622)	(90, 38.18765510312183)	(95, 38.44651283307544)	(100, 38.28471633910639)	(105, 38.555872882780385)	(110, 38.390210351497615)	(115, 38.354920181352504)	(120, 37.96844607552607)	(125, 38.08730786654977)	(130, 36.21907770611302)	(135, 35.82364716395055)	(140, 34.82425970759552)	(145, 33.53702408447096)	(150, 33.83582552679555)
GE-YL_S2_L007_R2_001	(1, 37.69648958278264)	(2, 38.3673165551679)	(3, 38.772278893452594)	(4, 38.85719678244883)	(5, 38.90754063261034)	(6, 39.02532665748952)	(7, 39.04847821003801)	(8, 39.10480176844282)	(9, 39.116651473532244)	(10, 39.141738230223595)	(15, 39.24376746927256)	(20, 39.26742697247706)	(25, 39.03914338739795)	(30, 39.03665348068259)	(35, 38.98334821831423)	(40, 39.05091386424893)	(45, 39.01949781771574)	(50, 38.99954477637921)	(55, 38.87676586886302)	(60, 38.813238730055176)	(65, 38.801555838741116)	(70, 38.755923957588195)	(75, 38.77473796733149)	(80, 38.75641547338949)	(85, 38.81262383919823)	(90, 38.7378264987686)	(95, 38.441068000675656)	(100, 37.77860175359463)	(105, 37.95914755817944)	(110, 37.244591178945775)	(115, 37.04401571862724)	(120, 36.48697357461128)	(125, 35.612539339567554)	(130, 35.93228335446662)	(135, 35.197423652942376)	(140, 34.93908601620499)	(145, 34.499873117239325)	(150, 35.18653765538833)
GE-YT_S1_L007_R1_001	(1, 36.36589265917187)	(2, 38.66007767822742)	(3, 38.724211026478756)	(4, 38.63451180438501)	(5, 38.50992784299397)	(6, 38.44783067691475)	(7, 38.37767419362182)	(8, 38.51303226767922)	(9, 38.52198210079022)	(10, 38.38635643834492)	(15, 39.02805306511658)	(20, 39.17901027556526)	(25, 38.84703433615458)	(30, 38.757391621425306)	(35, 37.90392530484108)	(40, 38.793994403694114)	(45, 38.87012240999117)	(50, 38.83868456287154)	(55, 38.84327320734466)	(60, 38.85691279796524)	(65, 38.82928820518883)	(70, 38.813094897055215)	(75, 38.83807884317831)	(80, 38.61114491371815)	(85, 38.57808239999283)	(90, 38.17839859932028)	(95, 38.45692466542466)	(100, 38.30187573754406)	(105, 38.55886335755874)	(110, 38.3965263375725)	(115, 38.34963749190602)	(120, 37.964993813230954)	(125, 38.07206711002658)	(130, 36.26576910636719)	(135, 35.77984657771283)	(140, 34.75306257762703)	(145, 33.448604595023234)	(150, 33.65806243527456)
GE-YT_S1_L007_R2_001	(1, 37.638224493420665)	(2, 38.479058755278096)	(3, 38.72580777032176)	(4, 38.85302710647547)	(5, 38.914094542229584)	(6, 38.98806299042062)	(7, 38.99558798668494)	(8, 39.05972464413169)	(9, 39.06577659199543)	(10, 39.107463473757136)	(15, 39.21076437906742)	(20, 39.23088267823912)	(25, 38.97351049548412)	(30, 38.9835217587301)	(35, 38.93645279013384)	(40, 38.999636718809505)	(45, 38.9613924615045)	(50, 38.920475275774365)	(55, 38.7528873728463)	(60, 38.676994034148265)	(65, 38.65735607039663)	(70, 38.595308975867354)	(75, 38.61003496393177)	(80, 38.59254235156789)	(85, 38.64457245451982)	(90, 38.56045104105291)	(95, 38.258954343316134)	(100, 37.58199505571972)	(105, 37.78546297840482)	(110, 37.09083425329917)	(115, 36.889775630274784)	(120, 36.30639038156107)	(125, 35.44052017356844)	(130, 35.72342666728819)	(135, 35.00237392550282)	(140, 34.73051297835062)	(145, 34.28352739006782)	(150, 34.84460797131544)
TCR-AL_S4_L001_R1_001	(1, 37.682726015692715)	(2, 38.425703763543886)	(3, 38.43666930233703)	(4, 38.49954278664344)	(5, 38.50777152825515)	(6, 38.5282876727983)	(7, 38.536962090299035)	(8, 38.63907614992291)	(9, 38.7649716771654)	(10, 38.56905457815502)	(15, 39.19283362839949)	(20, 39.19544478805343)	(25, 39.10763595751751)	(30, 39.252931351848375)	(35, 39.1398201078061)	(40, 39.32083855632658)	(45, 39.28376027823537)	(50, 39.256201795361804)	(55, 39.28206613847774)	(60, 39.303013454665006)	(65, 39.32004207549591)	(70, 39.32215332217532)	(75, 39.32697015993348)	(80, 39.287579179991525)	(85, 39.277152100302565)	(90, 39.23407420723314)	(95, 39.201624739143355)	(100, 39.090587931765)	(105, 39.036124514107804)	(110, 38.90939163043536)	(115, 38.78626615025694)	(120, 38.733771815702916)	(125, 38.61201094323302)	(130, 38.463210334406355)	(135, 38.259089129024495)	(140, 38.12405742186608)	(145, 37.90362918183752)	(150, 37.667943552995)
TCR-AL_S4_L001_R2_001	(1, 37.23960693935819)	(2, 38.735888138868035)	(3, 39.18568158523485)	(4, 38.80545533219995)	(5, 39.219133318623975)	(6, 39.36238855905162)	(7, 39.361670159406046)	(8, 39.293893581036535)	(9, 39.44063983938087)	(10, 39.464250640384385)	(15, 39.5498994372353)	(20, 39.41778622588999)	(25, 39.47728017718033)	(30, 39.431199817510226)	(35, 39.39377697569792)	(40, 39.396477358434176)	(45, 39.41081342003063)	(50, 39.403252620873104)	(55, 39.33543184850887)	(60, 39.3335679211813)	(65, 39.24550592564332)	(70, 39.29987317576156)	(75, 39.28692657687513)	(80, 39.191365996599856)	(85, 39.21318721551902)	(90, 39.1014712139086)	(95, 39.034262037204705)	(100, 38.993466672761386)	(105, 38.924700816984554)	(110, 38.83757880639733)	(115, 38.74066658432944)	(120, 38.63924664072897)	(125, 38.52079245040867)	(130, 38.39482519308227)	(135, 38.26546800803096)	(140, 38.116837120845844)	(145, 37.936653941023096)	(150, 37.560980460584496)
TCR-AL_S4_L002_R1_001	(1, 37.66514153205852)	(2, 38.4216523562316)	(3, 38.43872048199735)	(4, 38.50152965247452)	(5, 38.49335268772351)	(6, 38.49360830188189)	(7, 38.49673089429783)	(8, 38.5808305287091)	(9, 38.50136812941738)	(10, 38.47207938421407)	(15, 39.12928713221301)	(20, 39.094072955103535)	(25, 39.05689812106791)	(30, 39.13395078004883)	(35, 39.020156666164105)	(40, 39.27167275383819)	(45, 39.19425123533775)	(50, 39.12682705316304)	(55, 39.20310119789173)	(60, 39.23441126637885)	(65, 39.241253548858715)	(70, 39.25682858326357)	(75, 39.246138109158665)	(80, 39.191558415228066)	(85, 39.189456352818326)	(90, 39.1340372542514)	(95, 39.103656559415505)	(100, 39.02279188907825)	(105, 38.914993058541015)	(110, 38.76180024504011)	(115, 38.69925358873542)	(120, 38.603606467105415)	(125, 38.49188941428066)	(130, 38.345476581509)	(135, 38.13577466883853)	(140, 37.983737338866185)	(145, 37.72930350854516)	(150, 37.48868324880442)
TCR-AL_S4_L002_R2_001	(1, 37.05886932963899)	(2, 38.68205586367902)	(3, 39.0973022961141)	(4, 38.77586401954048)	(5, 39.15109630694668)	(6, 39.307872804064914)	(7, 39.24885348873001)	(8, 39.147706675024345)	(9, 39.39522530226206)	(10, 39.35092972089219)	(15, 39.477433347096024)	(20, 39.342113967174306)	(25, 39.39894160952686)	(30, 39.351575521886375)	(35, 39.301247782418365)	(40, 39.29775077462739)	(45, 39.347931956003904)	(50, 39.32593966206509)	(55, 39.252795413014006)	(60, 39.25864346619072)	(65, 39.14147571587086)	(70, 39.223768801138235)	(75, 39.1876167149705)	(80, 39.1026261722463)	(85, 39.118488408536386)	(90, 38.98420450118387)	(95, 38.90339404524303)	(100, 38.88803002133404)	(105, 38.791740862353905)	(110, 38.68180219855059)	(115, 38.608750360402524)	(120, 38.45356447335082)	(125, 38.35392710493555)	(130, 38.18691900705212)	(135, 38.0439304854944)	(140, 37.88733146211522)	(145, 37.65291856034342)	(150, 37.166905796213456)
TCR-AL_S4_L003_R1_001	(1, 37.629841912951456)	(2, 38.42332522519927)	(3, 38.4888920173554)	(4, 38.53559795202761)	(5, 38.5306251855011)	(6, 38.503189109302006)	(7, 38.500506219236144)	(8, 38.5553424862832)	(9, 38.70580470283277)	(10, 38.506880400738154)	(15, 39.0968755303369)	(20, 39.09644612530509)	(25, 39.03411803209565)	(30, 39.1405633919616)	(35, 39.04521375966281)	(40, 39.19445516116749)	(45, 39.151276710504874)	(50, 39.1411619642192)	(55, 39.195462481376566)	(60, 39.207267933776116)	(65, 39.22669044301214)	(70, 39.17910713450813)	(75, 39.224436819957496)	(80, 39.203274124229225)	(85, 39.13682933714868)	(90, 39.100936348876004)	(95, 39.09237454116063)	(100, 38.98335684571445)	(105, 38.88883108126876)	(110, 38.78912528939035)	(115, 38.65645756031025)	(120, 38.565042940790725)	(125, 38.464235537642786)	(130, 38.27902930815286)	(135, 38.05918842402982)	(140, 37.85246952462434)	(145, 37.58647455811992)	(150, 37.30416262597038)
TCR-AL_S4_L003_R2_001	(1, 37.0323625483223)	(2, 38.66157336216583)	(3, 39.11303845351159)	(4, 38.77184835609724)	(5, 39.13511335026501)	(6, 39.28658656757249)	(7, 39.27462075826092)	(8, 39.23444664759797)	(9, 39.35461645201878)	(10, 39.381890147004)	(15, 39.475980065457414)	(20, 39.30742493793819)	(25, 39.33727198065458)	(30, 39.31295769996983)	(35, 39.25733618782899)	(40, 39.26562453076597)	(45, 39.285181932116764)	(50, 39.26364729392535)	(55, 39.206393619400544)	(60, 39.19006410538424)	(65, 39.10050365435368)	(70, 39.11825360718227)	(75, 39.148525730285584)	(80, 38.98791214598943)	(85, 39.02163482963171)	(90, 38.9243863791859)	(95, 38.84444541058851)	(100, 38.748471925262315)	(105, 38.72303197172005)	(110, 38.59176535857086)	(115, 38.49760594675477)	(120, 38.37166090114442)	(125, 38.17646738737564)	(130, 38.05977381532191)	(135, 37.89482695985919)	(140, 37.67050185606052)	(145, 37.42382993195988)	(150, 36.95563633210075)
TCR-AL_S4_L004_R1_001	(1, 37.58173938088387)	(2, 38.413543298786)	(3, 38.46239753924773)	(4, 38.489122578920586)	(5, 38.43206959581692)	(6, 38.386827294923194)	(7, 38.39359938355696)	(8, 38.48495719598735)	(9, 38.633871361439304)	(10, 38.42067162423078)	(15, 39.08089728103691)	(20, 39.105262217325034)	(25, 38.96338933234776)	(30, 39.13033302607396)	(35, 39.01122930313197)	(40, 39.199658822872394)	(45, 39.1410698775585)	(50, 39.10497535545559)	(55, 39.13233794682551)	(60, 39.15499187718326)	(65, 39.17399011959271)	(70, 39.17733510117283)	(75, 39.1640011319862)	(80, 39.11524841889012)	(85, 39.12072833648855)	(90, 39.07365264463728)	(95, 39.039977485773306)	(100, 38.92006819526637)	(105, 38.83943829890836)	(110, 38.721344679131484)	(115, 38.588700769738075)	(120, 38.5085413629892)	(125, 38.383323659578366)	(130, 38.196373753732765)	(135, 37.960493179532136)	(140, 37.75892647046827)	(145, 37.4728721514452)	(150, 37.15453418830503)
TCR-AL_S4_L004_R2_001	(1, 36.68235902410741)	(2, 38.52116243186278)	(3, 38.99156243587869)	(4, 38.61963694868225)	(5, 39.02874931211758)	(6, 39.18496679653552)	(7, 39.18760111165563)	(8, 39.11626314035813)	(9, 39.29175137215678)	(10, 39.32223985181272)	(15, 39.41936632617141)	(20, 39.24904903746661)	(25, 39.29854911245128)	(30, 39.25077568036826)	(35, 39.19329831538617)	(40, 39.20715590976489)	(45, 39.223126729118334)	(50, 39.20462784071122)	(55, 39.148967476731215)	(60, 39.13658608271908)	(65, 39.04464267449937)	(70, 39.10947164983224)	(75, 39.08377169770949)	(80, 38.97948519727244)	(85, 38.996712195017885)	(90, 38.88425303029067)	(95, 38.78277719386644)	(100, 38.75655349105423)	(105, 38.67618621047539)	(110, 38.56253143238296)	(115, 38.453498897819415)	(120, 38.322701782501774)	(125, 38.180029579728156)	(130, 38.006958979304855)	(135, 37.84452859739756)	(140, 37.62877702193506)	(145, 37.360346849608355)	(150, 36.89971449350206)
TCR-AT_S3_L001_R1_001	(1, 37.54508364353751)	(2, 38.40468713507236)	(3, 38.43305068448139)	(4, 38.469943458488956)	(5, 38.5675188227818)	(6, 38.565647575482764)	(7, 38.59514988325837)	(8, 38.68386660145692)	(9, 38.82238475418874)	(10, 38.66355512779717)	(15, 39.23141167165207)	(20, 39.290899865663405)	(25, 39.157991023264245)	(30, 39.305286132731894)	(35, 39.19151342600725)	(40, 39.35468923878467)	(45, 39.32127360344402)	(50, 39.31349843643263)	(55, 39.33614741944943)	(60, 39.343677544001366)	(65, 39.35965446092996)	(70, 39.35245047902843)	(75, 39.34818915838252)	(80, 39.321325988122)	(85, 39.30714726171904)	(90, 39.272077986824804)	(95, 39.251282191841526)	(100, 39.178655715664675)	(105, 39.14171447622398)	(110, 39.04732766097354)	(115, 38.987577671652204)	(120, 38.95349427895917)	(125, 38.86309625594923)	(130, 38.79150320523145)	(135, 38.654903100193124)	(140, 38.59263798031322)	(145, 38.44993599527334)	(150, 38.25437288784242)
TCR-AT_S3_L001_R2_001	(1, 37.19377547068882)	(2, 39.056330883655875)	(3, 39.24077118699262)	(4, 39.010771071080306)	(5, 39.28212677694047)	(6, 39.40562909867679)	(7, 39.44822565474924)	(8, 39.45981893473004)	(9, 39.48783654033655)	(10, 39.498684113539504)	(15, 39.582441373188125)	(20, 39.39820456319215)	(25, 39.46972179061076)	(30, 39.44537008782375)	(35, 39.404937390383616)	(40, 39.42178655702857)	(45, 39.4377261514751)	(50, 39.41951137134954)	(55, 39.35413309025476)	(60, 39.360902138441176)	(65, 39.263320113993665)	(70, 39.318135953352794)	(75, 39.32176814554333)	(80, 39.24038021029823)	(85, 39.25421955058941)	(90, 39.14597095544978)	(95, 39.103933775520645)	(100, 39.053561540117215)	(105, 39.00193222613812)	(110, 38.9400913837259)	(115, 38.85193176184849)	(120, 38.769825836315306)	(125, 38.67475632959646)	(130, 38.57586450888756)	(135, 38.47938412525241)	(140, 38.36335595715292)	(145, 38.21109931424102)	(150, 37.890354706388685)
TCR-AT_S3_L002_R1_001	(1, 37.513786085260456)	(2, 38.40011972896098)	(3, 38.43263985398882)	(4, 38.476239426228226)	(5, 38.55567124931382)	(6, 38.53603292323785)	(7, 38.56372394524869)	(8, 38.635158470945136)	(9, 38.576368434118194)	(10, 38.58058359552147)	(15, 39.17556274543406)	(20, 39.19493083661823)	(25, 39.11806280060341)	(30, 39.19534445289975)	(35, 39.08388548636027)	(40, 39.313959235183134)	(45, 39.24299938203774)	(50, 39.200532192743196)	(55, 39.26784325930991)	(60, 39.28648517116481)	(65, 39.290757145544745)	(70, 39.300183070584225)	(75, 39.28080444974739)	(80, 39.23814573602436)	(85, 39.230370320942896)	(90, 39.183046813932066)	(95, 39.166369441900244)	(100, 39.12640728840555)	(105, 39.03631888057744)	(110, 38.917919537082945)	(115, 38.92103916932565)	(120, 38.839632853013974)	(125, 38.758646255991444)	(130, 38.692465214984665)	(135, 38.55130547720707)	(140, 38.475352420860794)	(145, 38.2994143142639)	(150, 38.10240958135529)
TCR-AT_S3_L002_R2_001	(1, 37.03102678716134)	(2, 39.01727995890816)	(3, 39.16337993730535)	(4, 38.979504568055376)	(5, 39.22188695697557)	(6, 39.35411739213769)	(7, 39.33902672351195)	(8, 39.30691337834934)	(9, 39.442346844794166)	(10, 39.38852418470661)	(15, 39.515179273557436)	(20, 39.32692542851528)	(25, 39.39751663904489)	(30, 39.372651257183556)	(35, 39.319884443610334)	(40, 39.33115271735433)	(45, 39.38174722691316)	(50, 39.34932472381435)	(55, 39.278925849701395)	(60, 39.29322679437756)	(65, 39.16347601383759)	(70, 39.250879595975654)	(75, 39.23105257433309)	(80, 39.162470039110985)	(85, 39.171114281502796)	(90, 39.04040561688867)	(95, 38.98559940342445)	(100, 38.96016638946657)	(105, 38.884847102960556)	(110, 38.79979988421311)	(115, 38.737433406331505)	(120, 38.604001438266735)	(125, 38.527241999117415)	(130, 38.39083320395001)	(135, 38.28201000330099)	(140, 38.16221299247817)	(145, 37.95978812086234)	(150, 37.53214755998546)
TCR-AT_S3_L003_R1_001	(1, 37.49496000518498)	(2, 38.39971921024363)	(3, 38.48964729846076)	(4, 38.5132118805783)	(5, 38.58777501044234)	(6, 38.54673413450603)	(7, 38.565669853109014)	(8, 38.60953026303879)	(9, 38.770081061264044)	(10, 38.6104383916668)	(15, 39.14445009277346)	(20, 39.202515363131695)	(25, 39.095498257715256)	(30, 39.204081355963396)	(35, 39.11194949031761)	(40, 39.23990499802248)	(45, 39.207152832191994)	(50, 39.215710154395126)	(55, 39.26548571337336)	(60, 39.26120883832844)	(65, 39.2801251809228)	(70, 39.22483814876309)	(75, 39.261628074537555)	(80, 39.251170117431876)	(85, 39.18024285770148)	(90, 39.15341276865438)	(95, 39.15658082725003)	(100, 39.091155515065594)	(105, 39.012648122617655)	(110, 38.94556494392932)	(115, 38.87425127354635)	(120, 38.80705330012531)	(125, 38.73650647046383)	(130, 38.634648254407)	(135, 38.48162706514493)	(140, 38.35151630121737)	(145, 38.18131478937453)	(150, 37.926941487566)
TCR-AT_S3_L003_R2_001	(1, 37.056285140157414)	(2, 38.99122315519628)	(3, 39.184275719520365)	(4, 38.98790041326916)	(5, 39.215101163196465)	(6, 39.340391008395414)	(7, 39.368598255374444)	(8, 39.40217016708966)	(9, 39.40913199946473)	(10, 39.425539771354984)	(15, 39.5216895608912)	(20, 39.299751426917204)	(25, 39.34088853342151)	(30, 39.34065142086896)	(35, 39.28246840607839)	(40, 39.31491702346081)	(45, 39.32818601726008)	(50, 39.29473964367899)	(55, 39.24252140866289)	(60, 39.2336078222787)	(65, 39.13142072824296)	(70, 39.15371823846644)	(75, 39.20080134408882)	(80, 39.062484109846274)	(85, 39.0900221268065)	(90, 38.99135681176979)	(95, 38.941030200188536)	(100, 38.838863375189746)	(105, 38.82744928241791)	(110, 38.72602978682467)	(115, 38.637407197781286)	(120, 38.5382253876318)	(125, 38.370876370646265)	(130, 38.28114472160045)	(135, 38.15431464608408)	(140, 37.97267858300218)	(145, 37.761113676688296)	(150, 37.351590733775666)
TCR-AT_S3_L004_R1_001	(1, 37.43319603495419)	(2, 38.3662469626349)	(3, 38.45683094672418)	(4, 38.452925234340846)	(5, 38.486191579709214)	(6, 38.42338210703959)	(7, 38.45046869687292)	(8, 38.52674433707763)	(9, 38.68376019973562)	(10, 38.507555560751356)	(15, 39.11709687070073)	(20, 39.196695030969764)	(25, 39.0119973312104)	(30, 39.181405529623326)	(35, 39.06594128465523)	(40, 39.23638034821646)	(45, 39.18322239566605)	(50, 39.17095552854916)	(55, 39.19353299051629)	(60, 39.202611035151946)	(65, 39.219791280855794)	(70, 39.2141175598931)	(75, 39.19432703816507)	(80, 39.15770874893998)	(85, 39.15595923271313)	(90, 39.11718678179396)	(95, 39.096555814527775)	(100, 39.021348054541505)	(105, 38.95763737574692)	(110, 38.87343249414542)	(115, 38.80715830159736)	(120, 38.74932187495754)	(125, 38.656713297102186)	(130, 38.554994092847245)	(135, 38.38749953408533)	(140, 38.26915789121289)	(145, 38.065031136005096)	(150, 37.80351814729098)
TCR-AT_S3_L004_R2_001	(1, 36.77007333098358)	(2, 38.886310671673975)	(3, 39.07121491491734)	(4, 38.843026724409974)	(5, 39.09810701621565)	(6, 39.23791952532044)	(7, 39.285084133751326)	(8, 39.29574593147369)	(9, 39.33748884936195)	(10, 39.3571983266091)	(15, 39.45464212325608)	(20, 39.22368266090681)	(25, 39.29116359332524)	(30, 39.26946504949172)	(35, 39.203207345198855)	(40, 39.23471312144002)	(45, 39.24962430387034)	(50, 39.22060342611064)	(55, 39.16628009097083)	(60, 39.163320889457864)	(65, 39.05380380327568)	(70, 39.12513894884944)	(75, 39.118660552449164)	(80, 39.02707874045216)	(85, 39.0401697774078)	(90, 38.92497013401566)	(95, 38.85324759035765)	(100, 38.81605977311341)	(105, 38.753838442275885)	(110, 38.66694873830308)	(115, 38.56712537974418)	(120, 38.45839399080529)	(125, 38.339194290630395)	(130, 38.20075835346097)	(135, 38.077394139062946)	(140, 37.90399842465805)	(145, 37.67260006499653)	(150, 37.27736167875945)
TCR-YL_S2_L001_R1_001	(1, 37.485813228068174)	(2, 38.42821527879004)	(3, 38.45179923403004)	(4, 38.546734541546876)	(5, 38.61469598918356)	(6, 38.644295900587494)	(7, 38.698641306483786)	(8, 38.80853078008976)	(9, 38.93084689480673)	(10, 38.78127897573484)	(15, 39.31922020208215)	(20, 39.36139963417545)	(25, 39.246932333976346)	(30, 39.4287456411148)	(35, 39.3017787310139)	(40, 39.4559655838838)	(45, 39.42144133752042)	(50, 39.40851681827121)	(55, 39.430994178762184)	(60, 39.43412995340068)	(65, 39.44735841069989)	(70, 39.443424788952015)	(75, 39.441048696005836)	(80, 39.41421924833585)	(85, 39.39585802495991)	(90, 39.35671001964383)	(95, 39.33647987377395)	(100, 39.24544850552119)	(105, 39.208299701875475)	(110, 39.113907566690834)	(115, 39.00979669833343)	(120, 38.98582019341244)	(125, 38.89433199196627)	(130, 38.777716657422346)	(135, 38.627984231705796)	(140, 38.54225440098857)	(145, 38.38915882689283)	(150, 38.17877801245497)
TCR-YL_S2_L001_R2_001	(1, 38.146036652964526)	(2, 38.80354725137787)	(3, 39.192733488262306)	(4, 39.33963563389185)	(5, 39.420509351110866)	(6, 39.4453169500135)	(7, 39.48822160285568)	(8, 39.515947797741035)	(9, 39.54185545408636)	(10, 39.55633242794235)	(15, 39.63893432878869)	(20, 39.487300667606846)	(25, 39.568224177309176)	(30, 39.53403861010953)	(35, 39.48637671274507)	(40, 39.504156193681396)	(45, 39.520043622511345)	(50, 39.50428466731609)	(55, 39.44392700972946)	(60, 39.450102398343134)	(65, 39.39372927566879)	(70, 39.43864850841628)	(75, 39.41698533830055)	(80, 39.342610310624)	(85, 39.35922017406512)	(90, 39.258768952059675)	(95, 39.22345327137316)	(100, 39.176858776049706)	(105, 39.129536382794775)	(110, 39.069570169773066)	(115, 38.99130883799457)	(120, 38.9197469533234)	(125, 38.82805659346103)	(130, 38.73496832402688)	(135, 38.64144295783849)	(140, 38.531659108425046)	(145, 38.39087367130222)	(150, 38.08021341036563)
TCR-YL_S2_L002_R1_001	(1, 37.440549917639345)	(2, 38.415510875005154)	(3, 38.43977658059063)	(4, 38.54258713863428)	(5, 38.59430708282583)	(6, 38.60522494097847)	(7, 38.65632689768896)	(8, 38.75389094745905)	(9, 38.67347745823042)	(10, 38.688310585548095)	(15, 39.262776359722174)	(20, 39.266228364340385)	(25, 39.204626125307726)	(30, 39.32372023704353)	(35, 39.1984216293556)	(40, 39.417856538461834)	(45, 39.34697910927071)	(50, 39.296076437857025)	(55, 39.365159125430715)	(60, 39.37972667122047)	(65, 39.38292484963673)	(70, 39.39215151139821)	(75, 39.37557953181995)	(80, 39.334965657909784)	(85, 39.32197476943757)	(90, 39.273086431034244)	(95, 39.254155993572326)	(100, 39.19343024814327)	(105, 39.107652459419235)	(110, 38.98848543610693)	(115, 38.94344123207556)	(120, 38.880444075285965)	(125, 38.797156972032674)	(130, 38.68306598097105)	(135, 38.5326154176494)	(140, 38.433331298757686)	(145, 38.25066887368549)	(150, 38.03524265765076)
TCR-YL_S2_L002_R2_001	(1, 37.97156107437175)	(2, 38.758485281034986)	(3, 39.104380671404414)	(4, 39.293515379071785)	(5, 39.36089267185115)	(6, 39.392264559242896)	(7, 39.37498573714877)	(8, 39.363408010191755)	(9, 39.495183548667185)	(10, 39.444872276439895)	(15, 39.57085410494278)	(20, 39.4166065554662)	(25, 39.49905132060419)	(30, 39.46240222783258)	(35, 39.403240876742665)	(40, 39.416431129832375)	(45, 39.46462817257469)	(50, 39.43826013560744)	(55, 39.371913028196964)	(60, 39.38440191189828)	(65, 39.298458850588496)	(70, 39.37524648011472)	(75, 39.328005679995826)	(80, 39.26481364813969)	(85, 39.27750503755775)	(90, 39.15586109884615)	(95, 39.10753025796714)	(100, 39.08541079569636)	(105, 39.014762968169045)	(110, 38.93192819907176)	(115, 38.87893312722646)	(120, 38.756917444177965)	(125, 38.68438416389431)	(130, 38.55757849486059)	(135, 38.45085680819183)	(140, 38.33806589907244)	(145, 38.15170603530889)	(150, 37.73701598664843)
TCR-YL_S2_L003_R1_001	(1, 37.42243571393684)	(2, 38.412445864951124)	(3, 38.49275701686168)	(4, 38.57493578296992)	(5, 38.626097692034065)	(6, 38.613157294035084)	(7, 38.65472126679583)	(8, 38.72823639170951)	(9, 38.87183153927986)	(10, 38.717266805752224)	(15, 39.23048068047787)	(20, 39.267897495618186)	(25, 39.18138760839363)	(30, 39.32979111830781)	(35, 39.22471780314499)	(40, 39.34272276466113)	(45, 39.305806420023444)	(50, 39.311025995844346)	(55, 39.35795902188322)	(60, 39.35475453687629)	(65, 39.369729464753505)	(70, 39.31793982845067)	(75, 39.358954448375684)	(80, 39.34822792392298)	(85, 39.27464226530004)	(90, 39.24360842550859)	(95, 39.24439430051517)	(100, 39.157910961033586)	(105, 39.08450489008368)	(110, 39.01752420255001)	(115, 38.90515681367059)	(120, 38.849329561721085)	(125, 38.77913176598897)	(130, 38.62894013870301)	(135, 38.469208371762434)	(140, 38.319807060373876)	(145, 38.12905863159317)	(150, 37.87775374373807)
TCR-YL_S2_L003_R2_001	(1, 37.94167597511816)	(2, 38.74790839938785)	(3, 39.12339556043493)	(4, 39.289832421845915)	(5, 39.35247574173552)	(6, 39.37104362683162)	(7, 39.401858529078545)	(8, 39.453808818267156)	(9, 39.46146366149578)	(10, 39.47864864017443)	(15, 39.571803336369705)	(20, 39.386949303611786)	(25, 39.4436055869172)	(30, 39.42993911140134)	(35, 39.36393525717984)	(40, 39.39176285512842)	(45, 39.411387899979594)	(50, 39.38401062137457)	(55, 39.33325088133586)	(60, 39.32423629589688)	(65, 39.26506300351192)	(70, 39.28124167307552)	(75, 39.29794492083481)	(80, 39.162201170646476)	(85, 39.19336625258884)	(90, 39.105633184613644)	(95, 39.05956692936921)	(100, 38.96175541419624)	(105, 38.95672645507394)	(110, 38.85696216796157)	(115, 38.77951740774303)	(120, 38.68882524244641)	(125, 38.52848590307935)	(130, 38.44924450158138)	(135, 38.32554732657762)	(140, 38.147435672252655)	(145, 37.95044541687663)	(150, 37.55508463496101)
