Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
BCR-AL_S8_L001_R1_001	(0.0, 4.832082826538447e-06)	(1.0, 2.8992496959230677e-05)	(2.0, 0.00020536352012788398)	(3.0, 0.0003913987089496141)	(4.0, 0.00033099767361788356)	(5.0, 0.0002174437271942301)	(6.0, 0.00016912289892884562)	(7.0, 0.00010147373935730737)	(8.0, 6.28170767449998e-05)	(9.0, 7.006520098480747e-05)	(10.0, 9.664165653076892e-05)	(11.0, 0.00012080207066346115)	(12.0, 0.00016912289892884562)	(13.0, 0.00021261164436769164)	(14.0, 0.0002416041413269223)	(15.0, 0.00026576455545961454)	(16.0, 0.0002730126796994222)	(17.0, 0.0002899249695923068)	(18.0, 0.00029717309383211446)	(19.0, 0.00043247141297519096)	(20.0, 0.000628170767449998)	(21.0, 0.0009011834471494202)	(22.0, 0.0014133842267624955)	(23.0, 0.002036722911385955)	(24.0, 0.003007971559520183)	(25.0, 0.004670208051849408)	(26.0, 0.007873878965844398)	(27.0, 0.013384869429511496)	(28.0, 0.020067639978614167)	(29.0, 0.028255604328183564)	(30.0, 0.03852378033457776)	(31.0, 0.051418193357195614)	(32.0, 0.07461702300740669)	(33.0, 0.1102874584329135)	(34.0, 0.1668397397933062)	(35.0, 0.2643366749843724)	(36.0, 0.43498409604499094)	(37.0, 0.6713043548010934)	(38.0, 0.9554356570843806)	(39.0, 1.2933697855997601)	(40.0, 1.6704945218797798)	(41.0, 2.0985228346959683)	(42.0, 2.631491906297506)	(43.0, 3.348918491677909)	(44.0, 4.342109627927448)	(45.0, 5.60233615741998)	(46.0, 6.969975056063637)	(47.0, 8.177273366315681)	(48.0, 8.95592485714974)	(49.0, 9.079336252539532)	(50.0, 8.550208686785092)	(51.0, 7.632716960096104)	(52.0, 6.466223173272764)	(53.0, 5.199036028468602)	(54.0, 4.019519778427742)	(55.0, 2.981240477323772)	(56.0, 2.139839558904286)	(57.0, 1.5106057332324492)	(58.0, 1.036636392942946)	(59.0, 0.7185186360992006)	(60.0, 0.537371099056514)	(61.0, 0.4231020043745329)	(62.0, 0.3343728834722207)	(63.0, 0.26962297359660553)	(64.0, 0.22564618779227907)	(65.0, 0.1888667893580817)	(66.0, 0.1608262127156791)	(67.0, 0.13552301099451053)	(68.0, 0.10867595881026294)	(69.0, 0.07971245434799148)	(70.0, 0.056636842809857126)	(71.0, 0.04093982174784699)	(72.0, 0.028613178457347413)	(73.0, 0.019176120697117823)	(74.0, 0.014397190781671301)	(75.0, 0.014781341366381108)	(76.0, 0.013921230623257263)	(77.0, 0.020386557445165706)	(78.0, 0.021031640502508588)	(79.0, 0.009173709246183239)	(80.0, 0.004411691620629601)	(81.0, 0.0034042023512963356)	(82.0, 0.002749455128300376)	(83.0, 0.0020198106214930705)	(84.0, 0.002143028733569801)	(85.0, 0.0021792693547688395)	(86.0, 0.0014351285994819185)	(87.0, 0.00045421578569461397)	(88.0, 5.7984993918461354e-05)	(89.0, 1.6912289892884562e-05)	(90.0, 1.2080207066346115e-05)	(91.0, 9.664165653076894e-06)	(92.0, 4.832082826538447e-06)	(93.0, 2.4160414132692235e-06)	(94.0, 7.248124239807669e-06)	(95.0, 7.248124239807669e-06)	(96.0, 4.832082826538447e-06)	(97.0, 1.4496248479615339e-05)	(98.0, 1.6912289892884562e-05)	(99.0, 4.832082826538447e-06)	(100.0, 0.0)
BCR-AL_S8_L001_R2_001	(0.0, 0.0019863496697464108)	(1.0, 0.0015078858806834067)	(2.0, 0.0007998561322214865)	(3.0, 0.0006186198484855002)	(4.0, 0.0005920385268708888)	(5.0, 0.00044221653231580677)	(6.0, 0.0005267934647259337)	(7.0, 0.0008191880024866584)	(8.0, 0.0008820165808484671)	(9.0, 0.0009665935132585941)	(10.0, 0.0018437771265407683)	(11.0, 0.00395336746922765)	(12.0, 0.026315508398465224)	(13.0, 0.03727184587125138)	(14.0, 0.018911402086904394)	(15.0, 0.008218461346481196)	(16.0, 0.005400841255332394)	(17.0, 0.004463245547471559)	(18.0, 0.0041829334286265655)	(19.0, 0.005002121431113224)	(20.0, 0.006988471100859635)	(21.0, 0.009856837351454513)	(22.0, 0.012524635448048231)	(23.0, 0.015045028033870016)	(24.0, 0.018031801989839072)	(25.0, 0.024988858801517803)	(26.0, 0.03922919773560004)	(27.0, 0.058205844884649395)	(28.0, 0.07090205068130101)	(29.0, 0.07661461834465931)	(30.0, 0.08639412821505314)	(31.0, 0.1003493220627241)	(32.0, 0.12606070951540269)	(33.0, 0.15260095090570053)	(34.0, 0.16672529861819174)	(35.0, 0.18605475239958047)	(36.0, 0.21432036321104492)	(37.0, 0.2841132478358817)	(38.0, 0.4047586171932531)	(39.0, 0.5575649692205211)	(40.0, 0.7099798508749194)	(41.0, 0.8706252762947145)	(42.0, 1.199209075191841)	(43.0, 1.9027731616225063)	(44.0, 2.853935009441927)	(45.0, 3.5656233143515315)	(46.0, 4.02436859574406)	(47.0, 4.8569197535515185)	(48.0, 5.321483927893864)	(49.0, 5.511313227962719)	(50.0, 6.224958884736672)	(51.0, 9.852412769647572)	(52.0, 14.716603722902576)	(53.0, 11.273201325335028)	(54.0, 5.549597580539109)	(55.0, 4.248777778749742)	(56.0, 3.0564870966290485)	(57.0, 2.267077423802104)	(58.0, 1.8051713816212198)	(59.0, 1.4107287336982193)	(60.0, 1.093678811898051)	(61.0, 1.0104164466659555)	(62.0, 0.8596810212408441)	(63.0, 0.5106682684409972)	(64.0, 0.3123571102932978)	(65.0, 0.22891592526124968)	(66.0, 0.19259859048434116)	(67.0, 0.1681268592124167)	(68.0, 0.15008055831987874)	(69.0, 0.1405644451818479)	(70.0, 0.1383291976824374)	(71.0, 0.12969268464147185)	(72.0, 0.11742419647443715)	(73.0, 0.10696807114476233)	(74.0, 0.09742779316889999)	(75.0, 0.08536712260721588)	(76.0, 0.07890061200351589)	(77.0, 0.07724048764449425)	(78.0, 0.07032692754091216)	(79.0, 0.06436546204788977)	(80.0, 0.06272950252669961)	(81.0, 0.0605401682191689)	(82.0, 0.057662136033441426)	(83.0, 0.054073657615468895)	(84.0, 0.04546614237990112)	(85.0, 0.0349592708907802)	(86.0, 0.025484237977062833)	(87.0, 0.013793289434200136)	(88.0, 0.005403257739115541)	(89.0, 0.003590894901755677)	(90.0, 0.002774123383052165)	(91.0, 0.0018486100941070612)	(92.0, 0.0013943111428755218)	(93.0, 0.0012493221158867327)	(94.0, 0.0012904023402002232)	(95.0, 0.0014813045590687953)	(96.0, 0.0016528749076721958)	(97.0, 0.0021192562778194674)	(98.0, 0.0032453377207657297)	(99.0, 0.005760897339021221)	(100.0, 0.023067754193916348)
BCR-AL_S8_L002_R1_001	(0.0, 9.851323820895052e-06)	(1.0, 3.447963337313268e-05)	(2.0, 0.00025613441934327135)	(3.0, 0.00045562372671639615)	(4.0, 0.00035464765755222185)	(5.0, 0.00020441496928357234)	(6.0, 0.0001403813644477545)	(7.0, 8.619908343283171e-05)	(8.0, 6.157077388059407e-05)	(9.0, 8.866191438805546e-05)	(10.0, 0.00011575305489551686)	(11.0, 0.0001256043787164119)	(12.0, 0.00019210081450745352)	(13.0, 0.0002709114050746139)	(14.0, 0.0002881512217611803)	(15.0, 0.000280762728895509)	(16.0, 0.00029307688367162776)	(17.0, 0.00027337423602983766)	(18.0, 0.0003497219956417743)	(19.0, 0.000519657331552214)	(20.0, 0.0006969811603283249)	(21.0, 0.0009999093678208478)	(22.0, 0.0015368065160596281)	(23.0, 0.0022904327883580995)	(24.0, 0.00322630855134313)	(25.0, 0.004846851319880365)	(26.0, 0.008151970461790656)	(27.0, 0.013392874734506822)	(28.0, 0.019815937865730396)	(29.0, 0.028132918001521044)	(30.0, 0.038599949561222036)	(31.0, 0.05276122755375868)	(32.0, 0.07541680951086206)	(33.0, 0.11191596426727823)	(34.0, 0.16998951819145455)	(35.0, 0.2693918383752409)	(36.0, 0.44128512489508337)	(37.0, 0.6815195075914301)	(38.0, 0.9694934055238342)	(39.0, 1.3144596745910715)	(40.0, 1.6956073932215012)	(41.0, 2.126157037982764)	(42.0, 2.6665243150374547)	(43.0, 3.387222537464585)	(44.0, 4.387008763737671)	(45.0, 5.644712498965611)	(46.0, 7.011236419950113)	(47.0, 8.216910388417995)	(48.0, 8.979215677002676)	(49.0, 9.075487739042371)	(50.0, 8.527943772584159)	(51.0, 7.608253734636861)	(52.0, 6.4349709188920805)	(53.0, 5.169277760045395)	(54.0, 3.991221977909391)	(55.0, 2.9472131590043067)	(56.0, 2.104210751340765)	(57.0, 1.4763193877993324)	(58.0, 1.0127210144499217)	(59.0, 0.7012566348665933)	(60.0, 0.5230240214680049)	(61.0, 0.41127060404377136)	(62.0, 0.3229485603275368)	(63.0, 0.25954544021625625)	(64.0, 0.21544598913201957)	(65.0, 0.17969553498599142)	(66.0, 0.15388014091333593)	(67.0, 0.13023203808127737)	(68.0, 0.10326403912157717)	(69.0, 0.07515574942960834)	(70.0, 0.05443102694140039)	(71.0, 0.039449626240774235)	(72.0, 0.02733742360298377)	(73.0, 0.01883573114555134)	(74.0, 0.014304122187939614)	(75.0, 0.014311510680805285)	(76.0, 0.013703191434865017)	(77.0, 0.019961244892088597)	(78.0, 0.02018536250901396)	(79.0, 0.008821860481611519)	(80.0, 0.004285325862089347)	(81.0, 0.003388855394387898)	(82.0, 0.002815015781820761)	(83.0, 0.00191115682125364)	(84.0, 0.001982578918955129)	(85.0, 0.0020761664952536323)	(86.0, 0.001349631363462622)	(87.0, 0.0004112927695223684)	(88.0, 6.895926674626536e-05)	(89.0, 3.447963337313268e-05)	(90.0, 9.851323820895052e-06)	(91.0, 7.388492865671289e-06)	(92.0, 7.388492865671289e-06)	(93.0, 4.925661910447526e-06)	(94.0, 4.925661910447526e-06)	(95.0, 2.462830955223763e-06)	(96.0, 4.925661910447526e-06)	(97.0, 7.388492865671289e-06)	(98.0, 1.4776985731342578e-05)	(99.0, 1.2314154776118814e-05)	(100.0, 0.0)
BCR-AL_S8_L002_R2_001	(0.0, 0.0019853674966964323)	(1.0, 0.001502573415613925)	(2.0, 0.0007734558237750368)	(3.0, 0.0005246690779110919)	(4.0, 0.0005172793725884005)	(5.0, 0.0004384558491463585)	(6.0, 0.0005443749587716024)	(7.0, 0.000785771999312856)	(8.0, 0.0007512867078069626)	(9.0, 0.0007833087642052921)	(10.0, 0.0015789337039484033)	(11.0, 0.003717021777313792)	(12.0, 0.023533748217664657)	(13.0, 0.03372168862254858)	(14.0, 0.018237792736402463)	(15.0, 0.008685366989270001)	(16.0, 0.005512720170727811)	(17.0, 0.004532352597917413)	(18.0, 0.004512646717056903)	(19.0, 0.0052343746035730995)	(20.0, 0.00729610238860401)	(21.0, 0.009993344831386383)	(22.0, 0.012508307876209036)	(23.0, 0.015129190030656933)	(24.0, 0.018050586868227612)	(25.0, 0.024671762837359137)	(26.0, 0.03947087936360252)	(27.0, 0.057950069140546234)	(28.0, 0.06966521531211972)	(29.0, 0.07631348686743446)	(30.0, 0.08580679497198537)	(31.0, 0.1004679703322052)	(32.0, 0.12621370367646215)	(33.0, 0.15206042966012923)	(34.0, 0.16756403142713586)	(35.0, 0.1860481476742947)	(36.0, 0.21497391754241654)	(37.0, 0.2870063017929051)	(38.0, 0.4095399322186669)	(39.0, 0.5663938173981152)	(40.0, 0.7198262690131576)	(41.0, 0.8846807418219733)	(42.0, 1.2218754589314909)	(43.0, 1.9260010673690369)	(44.0, 2.8813372450163706)	(45.0, 3.598111565731257)	(46.0, 4.067175574324203)	(47.0, 4.884146909509462)	(48.0, 5.3474050729538805)	(49.0, 5.562652409593237)	(50.0, 6.341236688862222)	(51.0, 9.967623730393203)	(52.0, 14.577905697408614)	(53.0, 11.139259046070823)	(54.0, 5.560580828867775)	(55.0, 4.218263026116845)	(56.0, 3.0382108360766793)	(57.0, 2.2550424762725183)	(58.0, 1.7862765191275873)	(59.0, 1.3887350051178635)	(60.0, 1.0793132638461278)	(61.0, 0.9915186381423383)	(62.0, 0.8343075838722933)	(63.0, 0.4942678302135393)	(64.0, 0.3040075505053105)	(65.0, 0.22365189482636386)	(66.0, 0.18733641963555056)	(67.0, 0.1636622670167548)	(68.0, 0.14698370210344022)	(69.0, 0.13665043082721004)	(70.0, 0.13414778395792518)	(71.0, 0.1243662773457893)	(72.0, 0.11292701350626294)	(73.0, 0.10364061715074738)	(74.0, 0.09317186794360117)	(75.0, 0.08162422175934203)	(76.0, 0.07635536186426303)	(77.0, 0.07440694289418005)	(78.0, 0.06806411249220325)	(79.0, 0.06240359821502161)	(80.0, 0.060147274856493155)	(81.0, 0.058398377930122855)	(82.0, 0.05598933399492544)	(83.0, 0.05249400337729239)	(84.0, 0.04424955547227631)	(85.0, 0.03408624741846803)	(86.0, 0.024602792254347354)	(87.0, 0.013161065179713447)	(88.0, 0.00507919079179658)	(89.0, 0.003214521815370774)	(90.0, 0.002628271859770587)	(91.0, 0.0018449630955652949)	(92.0, 0.0013449263687298413)	(93.0, 0.0013129043123315115)	(94.0, 0.0013178307825466391)	(95.0, 0.0013941910708811173)	(96.0, 0.00164790428696019)	(97.0, 0.0022957351202494724)	(98.0, 0.003542132084676761)	(99.0, 0.0059339333741212225)	(100.0, 0.021164116044188268)
BCR-AL_S8_L003_R1_001	(0.0, 2.0258262458958028e-05)	(1.0, 3.038739368843704e-05)	(2.0, 0.00023550230108538707)	(3.0, 0.0003950361179496816)	(4.0, 0.00032666448215069817)	(5.0, 0.00024056686670012654)	(6.0, 0.0001797920793232525)	(7.0, 0.00012661414036848768)	(8.0, 7.090391860635309e-05)	(9.0, 8.103304983583211e-05)	(10.0, 0.00012154957475374816)	(11.0, 0.00014434012002007595)	(12.0, 0.000184856644937992)	(13.0, 0.0002456314323148661)	(14.0, 0.0002962770884622611)	(15.0, 0.0002962770884622611)	(16.0, 0.00028361567442541235)	(17.0, 0.00028361567442541235)	(18.0, 0.0003469227446096562)	(19.0, 0.0004482140569044463)	(20.0, 0.0006229415706129593)	(21.0, 0.0009242832246899599)	(22.0, 0.0013724972815944063)	(23.0, 0.0021220529925758532)	(24.0, 0.003028610237614225)	(25.0, 0.004849321576113078)	(26.0, 0.008493276535918153)	(27.0, 0.013595826392768205)	(28.0, 0.019673305130455614)	(29.0, 0.027576559772256613)	(30.0, 0.03796398384808734)	(31.0, 0.05200549201495263)	(32.0, 0.07607484009900213)	(33.0, 0.11300312027887524)	(34.0, 0.16860698616310027)	(35.0, 0.26751795261896283)	(36.0, 0.43986512048854826)	(37.0, 0.6798217070320988)	(38.0, 0.9671193206594267)	(39.0, 1.3112059085248289)	(40.0, 1.695013884506633)	(41.0, 2.1265148748824387)	(42.0, 2.6652352516050875)	(43.0, 3.3907595987445958)	(44.0, 4.3927560505099255)	(45.0, 5.6547115907142205)	(46.0, 7.013061008263851)	(47.0, 8.20723493456328)	(48.0, 8.973121337369456)	(49.0, 9.068185766240923)	(50.0, 8.52478066632464)	(51.0, 7.601079866680374)	(52.0, 6.426323484947857)	(53.0, 5.167140794417633)	(54.0, 3.9862638851397034)	(55.0, 2.94801274042126)	(56.0, 2.110477927863366)	(57.0, 1.4815019273204448)	(58.0, 1.0177497831099775)	(59.0, 0.7062967237831494)	(60.0, 0.5258234603847145)	(61.0, 0.4136180091901608)	(62.0, 0.3269734206531973)	(63.0, 0.26239514449965384)	(64.0, 0.21795611351312205)	(65.0, 0.18219774799025373)	(66.0, 0.1558468130967641)	(67.0, 0.13125328247158904)	(68.0, 0.10316266928943638)	(69.0, 0.07468968140337087)	(70.0, 0.054099689896647415)	(71.0, 0.03941498189671021)	(72.0, 0.027490462156806044)	(73.0, 0.01886803919771203)	(74.0, 0.014512512769036055)	(75.0, 0.014378301780245458)	(76.0, 0.013833860976660964)	(77.0, 0.020081002662442143)	(78.0, 0.020169632560700083)	(79.0, 0.008850328411757289)	(80.0, 0.004294751641299102)	(81.0, 0.0034287109211786457)	(82.0, 0.0027449945631888126)	(83.0, 0.0019346640648304915)	(84.0, 0.001995438852207366)	(85.0, 0.0019701160241336678)	(86.0, 0.00133198075667649)	(87.0, 0.0004912628646297322)	(88.0, 4.558109053265556e-05)	(89.0, 2.279054526632778e-05)	(90.0, 1.2661414036848766e-05)	(91.0, 1.0129131229479014e-05)	(92.0, 5.064565614739507e-06)	(93.0, 5.064565614739507e-06)	(94.0, 7.59684842210926e-06)	(95.0, 7.59684842210926e-06)	(96.0, 5.064565614739507e-06)	(97.0, 7.59684842210926e-06)	(98.0, 1.7725979651588272e-05)	(99.0, 1.7725979651588272e-05)	(100.0, 5.064565614739507e-06)
BCR-AL_S8_L003_R2_001	(0.0, 0.0019501760907702117)	(1.0, 0.0014993561632934615)	(2.0, 0.0007952666136387616)	(3.0, 0.000582520131009284)	(4.0, 0.000587585523452843)	(5.0, 0.0004710814972509862)	(6.0, 0.0005394642952390326)	(7.0, 0.0008408551456307925)	(8.0, 0.0009041725511752799)	(9.0, 0.0009016398549535004)	(10.0, 0.0017754200514674265)	(11.0, 0.0041080332717263425)	(12.0, 0.02497998283541116)	(13.0, 0.03560211078955437)	(14.0, 0.01923329510819349)	(15.0, 0.009206350766168466)	(16.0, 0.005789743562987927)	(17.0, 0.0047234784536187594)	(18.0, 0.004584180161420887)	(19.0, 0.005050196266228314)	(20.0, 0.007375211397821892)	(21.0, 0.010305540926420768)	(22.0, 0.012774919742655776)	(23.0, 0.01517844845712452)	(24.0, 0.018017600921739332)	(25.0, 0.02457728413614823)	(26.0, 0.03884649464965391)	(27.0, 0.05766696027369733)	(28.0, 0.06985682718912205)	(29.0, 0.07586944801962657)	(30.0, 0.08573176710723593)	(31.0, 0.10048978799154504)	(32.0, 0.12612067375595357)	(33.0, 0.15089804089362235)	(34.0, 0.16579029467768577)	(35.0, 0.18471713354304395)	(36.0, 0.21269329600882028)	(37.0, 0.28395070420858637)	(38.0, 0.4072854121205825)	(39.0, 0.561144174897465)	(40.0, 0.7148053873690489)	(41.0, 0.8842022414665486)	(42.0, 1.228041080535333)	(43.0, 1.9313201673990632)	(44.0, 2.8763679028976425)	(45.0, 3.586553652358165)	(46.0, 4.060023482146289)	(47.0, 4.88057906755952)	(48.0, 5.348223696037551)	(49.0, 5.586355392897924)	(50.0, 6.394571682318645)	(51.0, 9.979375241587562)	(52.0, 14.488985228150595)	(53.0, 11.093014433785115)	(54.0, 5.591790558989864)	(55.0, 4.230276387566751)	(56.0, 3.0405474027782766)	(57.0, 2.256867874354156)	(58.0, 1.7914697474248433)	(59.0, 1.398410489981996)	(60.0, 1.0857035528713253)	(61.0, 0.9922040064518917)	(62.0, 0.8345183396839003)	(63.0, 0.4958411355151025)	(64.0, 0.3056736397027891)	(65.0, 0.22550367349858094)	(66.0, 0.1886529434716893)	(67.0, 0.1637616050040404)	(68.0, 0.14681786728033558)	(69.0, 0.1369960713322747)	(70.0, 0.13466345811201577)	(71.0, 0.1258420771715578)	(72.0, 0.11344959455839074)	(73.0, 0.10305287656798591)	(74.0, 0.09396049713179751)	(75.0, 0.08311802460635949)	(76.0, 0.07644183736574874)	(77.0, 0.07414468189259474)	(78.0, 0.06796743580767454)	(79.0, 0.06251200814596151)	(80.0, 0.06036934714233606)	(81.0, 0.05847742306466677)	(82.0, 0.05562054172649951)	(83.0, 0.051965861078471696)	(84.0, 0.04376245801612791)	(85.0, 0.03345944978592892)	(86.0, 0.02395170816936869)	(87.0, 0.012676144590006376)	(88.0, 0.005014738519123401)	(89.0, 0.003183599150776826)	(90.0, 0.002449117246460772)	(91.0, 0.0017500930892496314)	(92.0, 0.0014233752766400765)	(93.0, 0.0013904502257569432)	(94.0, 0.0013499270862084712)	(95.0, 0.0013955156182005022)	(96.0, 0.0016918410761487031)	(97.0, 0.0023376786127024744)	(98.0, 0.0037255961422376386)	(99.0, 0.006516627378638642)	(100.0, 0.021467133175803007)
BCR-AL_S8_L004_R1_001	(0.0, 2.2563663093372163e-05)	(1.0, 6.487053139344496e-05)	(2.0, 0.00025948212557377984)	(3.0, 0.00045409371975411474)	(4.0, 0.0004061459356806989)	(5.0, 0.0002848662465538235)	(6.0, 0.00019743205206700643)	(7.0, 0.00013256152067356143)	(8.0, 9.025465237348865e-05)	(9.0, 6.769098928011648e-05)	(10.0, 0.00010999785758018929)	(11.0, 0.000141022894333576)	(12.0, 0.00020871388361369246)	(13.0, 0.0002679434992337944)	(14.0, 0.0003017889938738526)	(15.0, 0.0003017889938738526)	(16.0, 0.00027640487289380894)	(17.0, 0.000282045788667152)	(18.0, 0.00035537769372061154)	(19.0, 0.00046537555130080077)	(20.0, 0.0006853712664611793)	(21.0, 0.0010294671286351048)	(22.0, 0.0014440744379758184)	(23.0, 0.0021125229571169685)	(24.0, 0.0032181424486922043)	(25.0, 0.005229128921888999)	(26.0, 0.008763162653888414)	(27.0, 0.01373280945020363)	(28.0, 0.020059096490007852)	(29.0, 0.028266628940221975)	(30.0, 0.03893642112550034)	(31.0, 0.05343639512087862)	(32.0, 0.07750900318362004)	(33.0, 0.11471084270881739)	(34.0, 0.17197459918190927)	(35.0, 0.2706201137682457)	(36.0, 0.4462331036239612)	(37.0, 0.6858845897965535)	(38.0, 0.9708439114606372)	(39.0, 1.3167899940082193)	(40.0, 1.7018022387440885)	(41.0, 2.1316907889147885)	(42.0, 2.6745443183624555)	(43.0, 3.397565877152813)	(44.0, 4.388440680524592)	(45.0, 5.645484915119448)	(46.0, 7.001606194357302)	(47.0, 8.193244010560246)	(48.0, 8.964794367748672)	(49.0, 9.076495781892412)	(50.0, 8.520225334277848)	(51.0, 7.594621567319422)	(52.0, 6.429202727630977)	(53.0, 5.171490044516979)	(54.0, 3.9940363110261066)	(55.0, 2.943037806884151)	(56.0, 2.102874170686665)	(57.0, 1.4829318862804919)	(58.0, 1.0183658063931658)	(59.0, 0.7033093786204102)	(60.0, 0.5237703113864479)	(61.0, 0.41135814185526787)	(62.0, 0.3242990682673781)	(63.0, 0.2596428916733201)	(64.0, 0.21684808415885315)	(65.0, 0.18150210592308566)	(66.0, 0.15453570806861924)	(67.0, 0.129405428298376)	(68.0, 0.10333875650975782)	(69.0, 0.07627364262925793)	(70.0, 0.05470842162776748)	(71.0, 0.03864591396317317)	(72.0, 0.02655743146089903)	(73.0, 0.018248362526764737)	(74.0, 0.013758193571183675)	(75.0, 0.013814602728917104)	(76.0, 0.013168717872869327)	(77.0, 0.02005063511634784)	(78.0, 0.020865747445595908)	(79.0, 0.009048028900442236)	(80.0, 0.004309659650834082)	(81.0, 0.0036524929632396185)	(82.0, 0.002786612392031462)	(83.0, 0.001827656710563145)	(84.0, 0.0018248362526764733)	(85.0, 0.0018953476998432614)	(86.0, 0.0013538197856023295)	(87.0, 0.00043717097243408564)	(88.0, 6.769098928011648e-05)	(89.0, 2.2563663093372163e-05)	(90.0, 5.640915773343041e-06)	(91.0, 5.640915773343041e-06)	(92.0, 5.640915773343041e-06)	(93.0, 5.640915773343041e-06)	(94.0, 5.640915773343041e-06)	(95.0, 2.8204578866715204e-06)	(96.0, 8.46137366001456e-06)	(97.0, 8.46137366001456e-06)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
BCR-AL_S8_L004_R2_001	(0.0, 0.0019182404183750055)	(1.0, 0.0014725316152819894)	(2.0, 0.0008180731196011054)	(3.0, 0.0006206071941801489)	(4.0, 0.0005641883583455899)	(5.0, 0.0004231412687591924)	(6.0, 0.0006318909613470606)	(7.0, 0.0010014343360634221)	(8.0, 0.0009562992673957748)	(9.0, 0.0010324646957724293)	(10.0, 0.001952091719875741)	(11.0, 0.004417594845845968)	(12.0, 0.02664379522287048)	(13.0, 0.03849739263171132)	(14.0, 0.021408127257423408)	(15.0, 0.010417738036851316)	(16.0, 0.006665885453853144)	(17.0, 0.005280803034114721)	(18.0, 0.005244130790822257)	(19.0, 0.005926798704420422)	(20.0, 0.007650394139166198)	(21.0, 0.0101638532755958)	(22.0, 0.012860673628487721)	(23.0, 0.015563135864963095)	(24.0, 0.018897489062785534)	(25.0, 0.02560286770172287)	(26.0, 0.040173032055997725)	(27.0, 0.0600832392220136)	(28.0, 0.07254616005786767)	(29.0, 0.07854630324887302)	(30.0, 0.08940128726344217)	(31.0, 0.10322954392649258)	(32.0, 0.12844312166095698)	(33.0, 0.15556083510483776)	(34.0, 0.1706951878174582)	(35.0, 0.18964627477428658)	(36.0, 0.21754538909447596)	(37.0, 0.28586295740654344)	(38.0, 0.40649771218799746)	(39.0, 0.5623857765406757)	(40.0, 0.7152695378851637)	(41.0, 0.877927862537989)	(42.0, 1.2137638037849932)	(43.0, 1.9199358043918342)	(44.0, 2.8758627074711005)	(45.0, 3.5939701127987425)	(46.0, 4.0590587860009295)	(47.0, 4.897352416365141)	(48.0, 5.3601138125891525)	(49.0, 5.533418371563959)	(50.0, 6.288107750046729)	(51.0, 9.949382713054309)	(52.0, 14.641150533521898)	(53.0, 11.18289875126498)	(54.0, 5.574488463109726)	(55.0, 4.245844625798404)	(56.0, 3.0473928940589103)	(57.0, 2.2505078682554736)	(58.0, 1.7770804911169387)	(59.0, 1.380509673094032)	(60.0, 1.0643356961353718)	(61.0, 0.9772532230247301)	(62.0, 0.8279238483378193)	(63.0, 0.4916816914728063)	(64.0, 0.3013724953774637)	(65.0, 0.22068227636687748)	(66.0, 0.18457986331634316)	(67.0, 0.16100243182108098)	(68.0, 0.14526721850682248)	(69.0, 0.13593554305978642)	(70.0, 0.13398063039811894)	(71.0, 0.12484359993471213)	(72.0, 0.11170365306884333)	(73.0, 0.1008796994139832)	(74.0, 0.09198244900287324)	(75.0, 0.08212607838257578)	(76.0, 0.07604976976319379)	(77.0, 0.07391995871043919)	(78.0, 0.06832321019565094)	(79.0, 0.06340348771087738)	(80.0, 0.06004092509513768)	(81.0, 0.057400523578080315)	(82.0, 0.05513530731932277)	(83.0, 0.05194482215287846)	(84.0, 0.04353841561352917)	(85.0, 0.03312631946026131)	(86.0, 0.0237692555370997)	(87.0, 0.012445995185103712)	(88.0, 0.005086158050485493)	(89.0, 0.0032299783515285017)	(90.0, 0.0024344727662612203)	(91.0, 0.0018166865138727992)	(92.0, 0.0014668897316985337)	(93.0, 0.0013766195943632393)	(94.0, 0.0013709777107797833)	(95.0, 0.001441501255572982)	(96.0, 0.0018674634661239023)	(97.0, 0.0025783407976393458)	(98.0, 0.0036277311441621427)	(99.0, 0.005895768344711414)	(100.0, 0.02187358265305852)
